X.Chr01.	X.0.	X.lob0_bic1.	X.12.	X.0.233615513369538.	X.0.0415035040192018.	NA_character_.	NA_character_..1	NA_character_..2
Chr01	4600000	lob0_bic1	53	0.0127440052773295	0.000690554840771644	0.193188933309019	0.999999999974201	0
Chr01	4700000	lob0_bic1	151	0.0906366434148255	0.0390689569671355	0.249583471382857	0.999999752641102	0
Chr01	4800000	lob0_bic1	299	0.0308227108000603	0.0122157044916649	0.620047125814854	0.989833147989765	0
Chr01	4900000	lob0_bic1	144	-0.121747988246869	0.0132222499518333	0.223341633874053	0.908225906695653	12
Chr01	5e+06	lob0_bic1	31	-0.0120420055186645	0.00128766624581387	0.190372380431306	1	0
Chr01	5100000	lob0_bic1	118	0.0490509222617104	0.056121903679413	0.298735880625478	1	0
Chr01	5200000	lob0_bic1	42	0.0340108191443169	0.00859545692727859	0.140321775569193	0.999999999999948	0
Chr01	5300000	lob0_bic1	14	-0.178303668818345	0.0199751496478443	0.265496863512737	1	0
Chr01	5400000	lob0_bic1	12	0.10151305904045	0.00885318839072894	0.188145151438802	1	0
Chr01	5500000	lob0_bic1	8	-0.0186629388030927	0.000516339920912306	0.225626732174351	1	0
Chr01	5600000	lob0_bic1	66	0.0273736137617117	0.00049730069611966	0.524974038876773	1	0
Chr01	5700000	lob0_bic1	29	0.0237791293502362	0.00454639841884516	0.558003752668504	1	0
Chr01	5800000	lob0_bic1	90	-0.0387482138060926	0.0159527292928294	0.162921689535501	0.999999999009946	0
Chr01	5900000	lob0_bic1	15	0.225184429253014	0.0861845407698937	0.595804004930989	1	0
Chr01	6e+06	lob0_bic1	251	0.0147403486794035	0.00153418477428325	0.380915302902475	0.99800059933931	0
Chr01	6100000	lob0_bic1	224	0.0239552920509329	0.00458718295392715	0.295500613241358	0.997990368442094	0
Chr01	6200000	lob0_bic1	121	0.135212663418033	0.10026588255426	0.116711637799409	0.997429662347938	0
Chr01	6300000	lob0_bic1	85	0.387270805169224	0.262462328890588	0.325229993415747	1	0
Chr01	6400000	lob0_bic1	32	0.0278746023846663	0.022466940272277	0.0234828498847419	0.995601174530767	0
Chr01	6500000	lob0_bic1	44	0.278148335731278	0.122861921797592	0.22692415333548	1	0
Chr01	6600000	lob0_bic1	191	0.189075502618515	0.0461478329798864	0.244779395884219	0.870504601688746	0
Chr01	6700000	lob0_bic1	359	0.0646895694022769	0.00548628791296541	0.239105376212161	0.571828030731246	117
Chr01	6800000	lob0_bic1	455	0.905144985709717	0.279394273891638	0.245160797239487	0.661375661375661	128
Chr01	6900000	lob0_bic1	304	0.853498744681256	0.323622276131505	0.39371924913631	0.534796752796391	86
Chr01	7e+06	lob0_bic1	89	0.0415335142347475	0.028143058698243	0.0801452860360078	0.995222018476505	0
Chr01	7100000	lob0_bic1	52	0.0447953096064741	0.0174325274681094	0.181271771442321	1	0
Chr01	7200000	lob0_bic1	9	-0.033169282266683	0.00710342319733402	0.0748246829596035	0.999999999968512	0
Chr01	7300000	lob0_bic1	21	-0.0372474119740388	0.0142097645742533	0.259858525465558	1	0
Chr01	7400000	lob0_bic1	49	0.00682441997578795	0.0019085967253505	0.0579409526600291	0.999993964827639	0
Chr01	7500000	lob0_bic1	104	0.0482464982931476	0.121336101061998	0.0395848613937438	0.989236370035779	0
Chr01	7600000	lob0_bic1	127	0.0554570957215124	0.0799207448275037	0.0955566296356703	0.998898597051127	0
Chr01	7700000	lob0_bic1	146	-0.00935898226570945	0.00144637775807172	0.140875563162604	0.999384751151561	0
Chr01	7800000	lob0_bic1	48	-0.0242977460193178	0.00211959674069408	0.0711184304982486	0.997229399157936	0
Chr01	7900000	lob0_bic1	22	0.0052092503988224	0.000170561086196995	0.197643642340863	1	0
Chr01	8e+06	lob0_bic1	18	0.141545669121964	0.0306398009059737	0.127189986328642	0.999999999999961	0
Chr01	8100000	lob0_bic1	69	0.071552856575238	0.0116724613708687	0.158520647418262	0.999988601292234	0
Chr01	8200000	lob0_bic1	181	0.0662148516990896	0.0069127950935902	0.23493620908398	0.908844527275127	14
Chr01	8300000	lob0_bic1	309	-0.0990754927083774	0.0368723821273202	0.104665472589095	0.601099832958289	19
Chr01	8400000	lob0_bic1	63	-0.393957828453446	0.208724989480252	0.241883897454136	0.999999999999936	0
Chr01	8500000	lob0_bic1	93	0.0584851861637777	0.00475565527197959	0.55053087651265	1	0
Chr01	8600000	lob0_bic1	142	0.169820038360877	0.0347855191838496	0.251761399696832	0.967788218101415	0
Chr01	8700000	lob0_bic1	3	0.0714202540842241	0.00809068571871537	0.0912698412698412	0.999999999999997	0
Chr01	9e+06	lob0_bic1	27	0.0199397774901612	0.00161824274266378	0.0349718868237387	0.985416762459779	0
Chr01	9100000	lob0_bic1	11	-0.00206241029703942	3.85183612004889e-05	0.0396130618352841	0.999947488921683	0
Chr01	9200000	lob0_bic1	89	-0.0635840017566415	0.0451123636945461	0.0551773380520212	0.969058189669157	0
Chr01	9300000	lob0_bic1	66	0.0298438585263349	0.0244958053169066	0.097672456901323	0.999999812614539	0
Chr01	9400000	lob0_bic1	221	-0.0237620299014806	0.0418888716883699	0.0765917914265443	0.966805863671463	2
Chr01	9500000	lob0_bic1	57	-0.147455309760357	0.0798275301818446	0.149759395633639	0.999999999991965	0
Chr01	9600000	lob0_bic1	17	-0.042676361505687	0.0138666546145171	0.163387106979544	1	0
Chr01	9700000	lob0_bic1	54	0.0502030082925941	0.00806707677973283	0.155708771298507	0.999999997620136	0
Chr01	9800000	lob0_bic1	50	0.0563266669881235	0.0288147863193644	0.103981851207347	0.999999972178903	0
Chr01	9900000	lob0_bic1	64	-0.0556826668223556	0.0234851310812772	0.145607783847425	0.999999977118783	0
Chr01	1e+07	lob0_bic1	51	-0.011800976849744	0.000797387082736119	0.235273599827314	1	0
Chr01	10100000	lob0_bic1	20	0.0450565618297213	0.00376914593484467	0.27154409034569	1	0
Chr01	10200000	lob0_bic1	44	0.202167162203958	0.0404976102877909	0.183144772270789	0.99999979988248	0
Chr01	10300000	lob0_bic1	30	-0.188902835572042	0.110512085739109	0.0962240669045997	0.999999828188557	0
Chr01	10400000	lob0_bic1	38	0.041796058987675	0.0102168235970287	0.278707624630029	1	0
Chr01	10500000	lob0_bic1	74	-0.0676382995664908	0.0448146599657201	0.143267265438879	0.99999996160751	0
Chr01	10600000	lob0_bic1	25	-0.0331823443719909	0.0041632068863391	NA	NA	NA
Chr01	10700000	lob0_bic1	31	0.0494087160797247	0.0164217808935152	NA	NA	NA
Chr01	10800000	lob0_bic1	32	-0.00662268010960604	0.0001544763168689	NA	NA	NA
Chr01	10900000	lob0_bic1	120	0.0110236794058882	0.0125590782399398	0.0262702167521422	0.953201097959086	0
Chr01	1.1e+07	lob0_bic1	143	-0.0472233324444991	0.0598516586424509	0.0637905756511706	0.991299751143877	0
Chr01	11100000	lob0_bic1	89	-0.0265964781557259	0.031821528079796	0.0404524899861692	0.993446011476848	0
Chr01	11200000	lob0_bic1	84	0.029545730463806	0.0120960317189007	0.230235876940604	1	0
Chr01	11300000	lob0_bic1	77	0.00703518287929653	0.00141818184432722	0.188620983160262	0.999999999999974	0
Chr01	11400000	lob0_bic1	155	-0.0378335654402639	0.0226815025400779	0.0790965731957748	0.946992144423848	0
Chr01	11500000	lob0_bic1	151	0.0121095640839815	0.00254828854446873	0.0584489060122499	0.930366687389168	2
Chr01	11600000	lob0_bic1	129	-0.0519814121128627	0.0133038789337584	0.256220554509308	0.999999972550134	0
Chr01	11700000	lob0_bic1	125	0.179449177545844	0.0591662754964608	0.444392529546627	1	0
Chr01	11800000	lob0_bic1	53	4.22126654344184e-06	7.05459087415882e-12	0.338076789819298	1	0
Chr01	11900000	lob0_bic1	3	0.128858618079844	0.0478584489034027	0.0405643738977072	0.99999944402895	0
Chr01	1.2e+07	lob0_bic1	2	0.058514808880532	0.00216277779958561	NA	NA	NA
Chr01	12100000	lob0_bic1	38	0.0443035049520282	0.0214317920647493	0.0826443760186671	0.999999753607133	0
Chr01	12200000	lob0_bic1	268	0.0841102385697309	0.0485213181541345	0.635838946390893	0.999999998368003	0
Chr01	12300000	lob0_bic1	224	0.284011816220914	0.184394292848062	0.398546635342593	0.999897300948995	0
Chr01	12400000	lob0_bic1	110	0.105481464033113	0.0567071111360388	0.748085163871127	1	0
Chr01	12500000	lob0_bic1	346	0.180225071215213	0.11574125692445	0.820953700196587	0.923196765043827	0
Chr01	12600000	lob0_bic1	158	0.263366872457741	0.172293472523861	0.753283238484522	1	0
Chr01	12700000	lob0_bic1	37	0.0977527502088264	0.00862949906073624	0.639935240028611	1	0
Chr01	12800000	lob0_bic1	11	0.0742644609178484	0.00277952964659511	0.452466463577575	1	0
Chr01	12900000	lob0_bic1	23	0.0600640841436588	0.0833146003551302	0.170675004008337	1	0
Chr01	1.3e+07	lob0_bic1	70	-0.0200798548304057	0.00324186781677266	0.142088445684232	0.999981642817901	0
Chr01	13100000	lob0_bic1	25	-0.0201944278420311	0.000488971616273545	0.60739006584047	1	0
Chr01	13200000	lob0_bic1	211	0.112303486443217	0.115424686555713	0.548895229265806	0.999981668323507	0
Chr01	13300000	lob0_bic1	195	0.261136839069416	0.105635658191126	0.520081347094587	0.999999553909924	0
Chr01	13400000	lob0_bic1	175	0.201757921512573	0.094750332121491	0.479812482711608	0.999999995718358	0
Chr01	13500000	lob0_bic1	296	0.0951792369734242	0.103368015881549	0.249298062275905	0.847184008050589	1
Chr01	13600000	lob0_bic1	208	0.00997952584286092	0.00107671106511701	0.413260474294253	0.999999998096805	0
Chr01	13700000	lob0_bic1	166	0.0230729781107946	0.0261050273212325	0.497892777806626	1	0
Chr01	13800000	lob0_bic1	91	0.0071745216646699	0.00121662579921236	0.467275118579889	1	0
Chr01	13900000	lob0_bic1	181	0.0218432372228223	0.00270317919615013	0.379633905828581	0.999999997800833	0
Chr01	1.4e+07	lob0_bic1	91	-0.0473314678526568	0.00934211190903168	0.519257498076567	1	0
Chr01	14100000	lob0_bic1	33	-0.0353586305608409	0.00391996455003124	0.564263959358045	1	0
Chr01	14200000	lob0_bic1	123	0.0495616461994226	0.0141507025464364	0.244495125638564	0.999996414035152	0
Chr01	14300000	lob0_bic1	67	-0.0364518275928044	0.0182155651469963	0.018139292593992	0.977989685630338	2
Chr01	14400000	lob0_bic1	106	-0.183383109348901	0.043368808063553	0.334398446930472	0.999999999472556	0
Chr01	14500000	lob0_bic1	240	-0.0159051124674523	0.00212975757314684	0.887472178191267	1	0
Chr01	14600000	lob0_bic1	65	-0.0303010967558843	0.0253170407985944	0.397104301122158	1	0
Chr01	14700000	lob0_bic1	67	0.0276676762302988	0.00366297334624827	0.451785070283701	1	0
Chr01	14800000	lob0_bic1	172	0.074345405534373	0.108479354709486	0.394418956978086	0.999999999999929	0
Chr01	14900000	lob0_bic1	45	0.0255063311666283	0.0103213264155516	0.206448207398743	1	0
Chr01	1.5e+07	lob0_bic1	135	0.0848675652146561	0.034606661360767	0.204872472750167	0.999998512170756	0
Chr01	15100000	lob0_bic1	56	-0.00303097255745528	6.94123084804945e-05	0.434436065609321	1	0
Chr01	15200000	lob0_bic1	104	-0.00675056806900153	0.00157263503656373	0.922987068472963	1	0
Chr01	15300000	lob0_bic1	257	0.0878959934314215	0.0173636489387374	0.382733849695554	0.84206655576211	13
Chr01	15400000	lob0_bic1	221	0.0551186485409671	0.0418731767863951	0.525091074236905	0.99999999999916	0
Chr01	15500000	lob0_bic1	194	-0.0260070347429102	0.0235684578772472	0.337310336849234	0.999999997639549	0
Chr01	15600000	lob0_bic1	122	0.050518893153599	0.0143614366670556	0.469510867368918	1	0
Chr01	15700000	lob0_bic1	36	0.0601929007337637	0.0350716112261187	0.101985306977828	0.999999999881304	0
Chr01	15800000	lob0_bic1	2	0.289454170944627	0.0189889761374526	0.705026455026455	1	0
Chr01	15900000	lob0_bic1	3	0.0693206436592971	0.00465600936767051	0.0784832451499118	0.999999999994462	0
Chr01	1.6e+07	lob0_bic1	4	0.0765436589922553	0.00727784629833462	0.183201058201058	1	0
Chr01	16100000	lob0_bic1	6	-0.156950168790516	0.0281521508652047	0.383597883597884	1	0
Chr01	16200000	lob0_bic1	71	-0.00400058094828287	0.0001812940934599	0.282368467534118	1	0
Chr01	16300000	lob0_bic1	33	-0.0707243643653398	0.0210256256438772	0.234108749242371	1	0
Chr01	16400000	lob0_bic1	44	-0.0474561264996228	0.0083769058042043	0.2049624828238	1	0
Chr01	16500000	lob0_bic1	89	0.0731120709886637	0.0549517461366509	0.19719761971148	0.99999999992605	0
Chr01	16600000	lob0_bic1	269	0.115993098152819	0.135536677892126	0.359663578628765	0.964957520944247	0
Chr01	16700000	lob0_bic1	189	-0.000521496619145019	8.49722802109586e-06	0.471692540541378	1	0
Chr01	16800000	lob0_bic1	321	0.11597624084718	0.104243908128014	0.41882316465063	0.835854342275554	1
Chr01	16900000	lob0_bic1	144	-0.0446235449746519	0.0328006873285876	0.158012614178579	0.999929300157793	0
Chr01	1.7e+07	lob0_bic1	186	-0.0436305636960223	0.0765574439368397	0.190341494622138	0.999900539424188	0
Chr01	17100000	lob0_bic1	211	0.0255344133960861	0.00803717448655283	0.518710201440747	0.999999999882334	0
Chr01	17200000	lob0_bic1	337	-0.0130743625112622	0.0158898935191647	0.608898533961323	0.98332602528951	0
Chr01	17300000	lob0_bic1	321	0.117492431881853	0.0662929829283291	0.359809553018534	0.720198643627589	3
Chr01	17400000	lob0_bic1	99	0.112912680213519	0.0254779157205603	0.338126217196549	0.999999999999997	0
Chr01	17500000	lob0_bic1	103	-0.0108995424610463	0.00540566702067112	0.0614882207487412	0.994167390029067	0
Chr01	17600000	lob0_bic1	172	0.0144939447219228	0.000563932003007522	0.32963751378504	0.99999460030167	0
Chr01	17700000	lob0_bic1	53	0.279578365703713	0.106039248831881	0.540250758709938	1	0
Chr01	17800000	lob0_bic1	195	0.0942833354388372	0.105042626245956	0.118520437613008	0.934721051686547	0
Chr01	17900000	lob0_bic1	91	0.0507551848558239	0.0185127553615881	0.245910211476716	0.999999995209134	0
Chr01	1.8e+07	lob0_bic1	213	0.111406556219171	0.0103191397472481	0.483067120520028	0.999275692527897	0
Chr01	18100000	lob0_bic1	51	0.0203211643943404	0.00185637313661726	0.393719070302131	1	0
Chr01	18200000	lob0_bic1	86	-0.0207709556871378	0.00531682278228426	0.0234830926807765	0.930527699363451	4
Chr01	18300000	lob0_bic1	81	-0.0765274050585875	0.0347584697657361	0.34406053809318	1	0
Chr01	18400000	lob0_bic1	49	0.0732101533531377	0.00694861796436177	0.569021856089386	1	0
Chr01	18500000	lob0_bic1	44	0.11194943372811	0.0135824934161579	0.390459833012187	1	0
Chr01	18600000	lob0_bic1	137	0.0250436854445833	0.00275431807057678	0.474038484929803	1	0
Chr01	18700000	lob0_bic1	240	-0.00199836151487657	0.000480404810219453	0.271757056943625	0.999948318530289	0
Chr01	18800000	lob0_bic1	311	-0.025664759792633	0.00742589506071314	0.525811758241675	0.975578727922263	0
Chr01	18900000	lob0_bic1	104	-0.0161855983534968	0.00707536815261566	0.156371820783662	0.999999996992717	0
Chr01	1.9e+07	lob0_bic1	189	0.00793293509544575	0.0148093028770511	0.0983244000837618	0.998079508744279	0
Chr01	19100000	lob0_bic1	215	0.0957268996522971	0.0449144634030845	0.500144633002658	0.999999999381544	0
Chr01	19200000	lob0_bic1	127	0.0388247485362337	0.0152828257555579	0.278837625844953	0.999999997803917	0
Chr01	19300000	lob0_bic1	253	-0.218534643035179	0.126308131410358	0.335954999271126	0.856892099763789	0
Chr01	19400000	lob0_bic1	552	0.00813854282192488	0.00213354852737073	0.28681235179808	0.0160268925926796	331
Chr01	19500000	lob0_bic1	706	-0.00871965815156917	0.00412879242099591	0.407233706990331	0.00179315299078007	377
Chr01	19600000	lob0_bic1	714	0.0655802690270034	0.0821826475526736	0.681267889576074	3.63421965747188e-09	378
Chr01	19700000	lob0_bic1	34	0.0382858990118075	0.0330369175756972	0.147150190042347	1	0
Chr01	19800000	lob0_bic1	319	0.252918987019375	0.0457603969649321	0.193279105769021	0.713936519917194	61
Chr01	19900000	lob0_bic1	136	0.175874411564673	0.112272662877018	0.364015098889062	1	0
Chr01	2e+07	lob0_bic1	333	0.0302288360439499	0.0034725105500916	0.564008878263021	0.780160715715776	56
Chr01	20100000	lob0_bic1	303	0.0405703374470673	0.0663331398045053	0.527426020814773	0.994185215278111	0
Chr01	20200000	lob0_bic1	215	-0.0616107722915252	0.00520739207568504	0.398629481632949	0.971897216442091	0
Chr01	20300000	lob0_bic1	110	-0.0504327047558249	0.0362787896824668	0.218383467928936	0.999999998812644	0
Chr01	20400000	lob0_bic1	102	0.0404463250389399	0.0101087013086488	0.269444866682085	0.9999999999973	0
Chr01	20500000	lob0_bic1	111	0.229845642977468	0.0816651378732465	0.443951651328039	1	0
Chr01	20600000	lob0_bic1	50	0.0177153713026726	0.000684242578928155	0.357937376385635	1	0
Chr01	20700000	lob0_bic1	125	0.0296753037136034	0.0240544287509034	0.14284511589529	0.997358703736702	0
Chr01	20800000	lob0_bic1	267	0.0911568826720039	0.10386530014942	0.250391685223542	0.955461125909844	1
Chr01	20900000	lob0_bic1	218	0.076734865609157	0.0204421117244622	0.172461195410718	0.854034597898874	8
Chr01	2.1e+07	lob0_bic1	179	0.0210595454202714	0.0289432135008984	0.345195487233666	0.999999999991682	0
Chr01	21100000	lob0_bic1	432	0.106849826661186	0.0695836323279522	0.192480177044681	0.390856145648242	38
Chr01	21200000	lob0_bic1	90	0.0380387424741515	0.0876519329425959	0.333598982117873	1	0
Chr01	21300000	lob0_bic1	57	0.0396617746139871	0.111704213697046	0.438600243898934	1	0
Chr01	21400000	lob0_bic1	58	-0.0232521803011555	0.114420271873489	0.456092938284408	1	0
Chr01	21500000	lob0_bic1	142	0.0458831040365741	0.0530059502657368	0.411819447505824	1	0
Chr01	21600000	lob0_bic1	358	-0.210847943282213	0.119536088210158	0.489862776967593	0.468452026446475	56
Chr01	21700000	lob0_bic1	674	0.0147076621634884	0.0531981147323763	0.481193467801666	3.59924929280458e-23	378
Chr01	21800000	lob0_bic1	422	0.0194114204100957	0.00210887058225535	0.48637503245569	0.134685461005888	154
Chr01	21900000	lob0_bic1	402	-0.0554883848677714	0.153861975836306	0.469425214228201	0.239265129403961	0
Chr01	2.2e+07	lob0_bic1	417	0.012601804003527	0.00312495690849734	0.462911557279617	0.200412551081706	105
Chr01	22100000	lob0_bic1	284	0.00819546581527952	0.00111788652797968	0.430579809358595	0.996040011280229	0
Chr01	22200000	lob0_bic1	271	0.138861099138787	0.048501221917121	0.257975342235947	0.752491888074447	25
Chr01	22300000	lob0_bic1	284	-0.129165841334314	0.205350691785131	0.453688995573039	0.994260832077715	0
Chr01	22400000	lob0_bic1	341	0.0219623489838872	0.0123201009308128	0.0700504423768905	0.658731654096232	4
Chr01	22500000	lob0_bic1	296	-0.059369803836733	0.0254749259123263	0.20642310055067	0.768438179976175	3
Chr01	22600000	lob0_bic1	280	-0.00762780881374753	0.000815182836215073	0.257411925902651	0.920824183269378	2
Chr01	22700000	lob0_bic1	446	0.0756526458258679	0.0367565205303012	0.252661779771708	0.285791398733334	51
Chr01	22800000	lob0_bic1	309	0.0455216218539658	0.0370859882602417	0.254570812142426	0.871889252759881	2
Chr01	22900000	lob0_bic1	283	-0.00926835775475236	0.00409604828821547	0.401499255468089	0.999458777492544	0
Chr01	2.3e+07	lob0_bic1	211	0.0702752394114883	0.0635214338250837	0.438001757043196	0.99999737305458	0
Chr01	23100000	lob0_bic1	169	-0.0734117536752126	0.0226421320607897	0.571414044815898	1	0
Chr01	23200000	lob0_bic1	145	0.0182156467610671	0.00305130051229248	0.270395553243707	0.999999949610359	0
Chr01	23300000	lob0_bic1	224	-0.0243389436322182	0.0117974028638552	0.211758571403599	0.987911113098274	1
Chr01	23400000	lob0_bic1	318	-0.0145620449229704	0.00377379768696946	0.473775374348913	0.964560555250119	0
Chr01	23500000	lob0_bic1	160	0.0210614165471933	0.0536069445746248	0.0571926047195661	0.989645562746506	0
Chr01	23600000	lob0_bic1	64	0.00603621659004147	0.000760513354181346	0.302186125736268	1	0
Chr01	23700000	lob0_bic1	82	-0.0591734133136536	0.0252907726831582	0.207014542954135	0.999826179145776	0
Chr01	23800000	lob0_bic1	187	-0.000179828002499336	3.4855388307644e-07	0.273602519300182	0.998367383956693	0
Chr01	23900000	lob0_bic1	109	0.17578886708916	0.110445171435106	0.200637626115004	0.999997024339086	0
Chr01	2.4e+07	lob0_bic1	84	0.0932221374521844	0.0973083975359813	0.145745426837037	0.999999916223587	0
Chr01	24100000	lob0_bic1	156	-0.0463792455182726	0.00386542387792675	0.247020946132177	0.999900658167101	0
Chr01	24200000	lob0_bic1	80	-0.0243727348833301	0.00290419322002219	0.148708957674118	0.999921106030565	0
Chr01	24300000	lob0_bic1	78	-0.0197666963953655	0.0230817916539082	0.0682241859435808	0.999956561605606	0
Chr01	24400000	lob0_bic1	487	-0.00389284905804114	0.00285889811802638	0.106940074333134	0.0883456523150719	15
Chr01	24500000	lob0_bic1	274	-0.00287233595273197	0.000147899657363741	0.33545432264686	0.995276864102073	0
Chr01	24600000	lob0_bic1	88	0.128603712813268	0.133409027384445	0.27379824621015	1	0
Chr01	24700000	lob0_bic1	332	0.034635460057139	0.0201037095041697	0.45082249613249	0.949987880687842	0
Chr01	24800000	lob0_bic1	208	0.900473067944105	0.460882571726306	0.384642850041973	0.944918804280921	0
Chr01	24900000	lob0_bic1	49	0.0786413221928073	0.160482154710415	0.0540225355764476	0.999946252873388	0
Chr01	2.5e+07	lob0_bic1	385	0.977294457358113	0.545251349780613	0.353370075038727	0.484922869612355	167
Chr01	25100000	lob0_bic1	253	0.363055185045292	0.21183447555382	0.230484514701583	0.761375636756155	27
Chr01	25200000	lob0_bic1	70	0.345101788246058	0.170721507176477	0.299742946122448	0.999999999999998	0
Chr01	25300000	lob0_bic1	89	-0.013971579684485	0.00274632875945322	0.343040573442109	1	0
Chr01	25400000	lob0_bic1	129	0.132906683420386	0.075056833777891	0.327817863331329	0.999999999911177	0
Chr01	25500000	lob0_bic1	58	0.123421793056739	0.0607699983122778	0.172972180218429	0.999999999999997	0
Chr01	25600000	lob0_bic1	125	0.0152413046410417	0.0003996904897838	0.501084594608833	1	0
Chr01	25700000	lob0_bic1	784	0.028190535760841	0.136421740290225	0.510099812035608	2.31914726013916e-96	378
Chr01	25800000	lob0_bic1	769	0.0984879822812694	0.0757632854393268	0.483747421006458	2.1184288016154e-27	378
Chr01	25900000	lob0_bic1	247	-0.0686323436464891	0.0653760473021547	0.425333149044598	0.999995790736701	0
Chr01	2.6e+07	lob0_bic1	18	0.159987922055965	0.0541731550757998	0.305294757979165	1	0
Chr01	26100000	lob0_bic1	27	-0.375235508279097	0.0834330905467799	0.600427610993445	1	0
