X.Chr01.	X.0.	X.alb0_bic1.	X.13.	X.0.175129434112696.	X.0.0147614887672586.	X.0.259965211155687.	X.1.	X.0..1
Chr01	5400000	alb0_bic1	6	-0.0386942077033989	0.000597871650395627	0.282186948853616	1	0
Chr01	5500000	alb0_bic1	18	-0.181165068447515	0.0213544552288729	0.239572499551491	1	0
Chr01	5600000	alb0_bic1	153	0.0265836099422306	0.00127122419080546	0.364510045232127	0.999999615942682	0
Chr01	5700000	alb0_bic1	127	0.00418653325345956	0.00042902131986443	0.170458841839164	0.999999470188686	0
Chr01	5800000	alb0_bic1	109	-0.0104892614962047	0.00163240711150817	0.148244014755258	0.999915314218612	0
Chr01	5900000	alb0_bic1	125	0.115151400282844	0.0283021709846889	0.238594098961219	0.994738969557305	0
Chr01	6e+06	alb0_bic1	154	0.00640710059183055	0.00033728560203776	0.491904474717235	1	0
Chr01	6100000	alb0_bic1	115	-0.0127722802138685	0.00106557495962884	0.393076143252098	1	0
Chr01	6200000	alb0_bic1	127	0.271709887724377	0.133056985617846	0.161908356659286	0.984643839815606	0
Chr01	6300000	alb0_bic1	151	0.321773912795562	0.208635873609376	0.29669949723668	0.999742321004556	0
Chr01	6400000	alb0_bic1	165	0.0541030741520451	0.00385103398968595	0.195288753572002	0.959694324468908	0
Chr01	6500000	alb0_bic1	106	0.0406507828241869	0.0113381290386935	0.102890451416609	0.999741398124203	0
Chr01	6600000	alb0_bic1	225	0.190885096813707	0.0774726915816861	0.205505317457539	0.832019893559902	2
Chr01	6700000	alb0_bic1	150	0.298749684286093	0.175205531679862	0.271913992244354	0.999995694343703	0
Chr01	6800000	alb0_bic1	583	0.766224007817786	0.277266449463934	0.207701592502854	0.661375661375661	128
Chr01	6900000	alb0_bic1	458	0.623284944286953	0.331585982637144	0.283363028031326	0.419933309283334	184
Chr01	7e+06	alb0_bic1	87	0.0481703228539092	0.0127126906545545	0.167291398372068	0.999992285921739	0
Chr01	7100000	alb0_bic1	47	0.0407529700597145	0.00793635650543627	0.220992138081184	1	0
Chr01	7200000	alb0_bic1	31	0.0340228645754207	0.00759293083563167	0.0626374801243076	0.999544702243727	0
Chr01	7300000	alb0_bic1	5	-0.0472230193864686	0.00258827883877224	0.318298059964727	1	0
Chr01	7400000	alb0_bic1	55	-0.0246861981717515	0.0200834285997221	0.0476927238685778	0.999616568307337	0
Chr01	7500000	alb0_bic1	63	-0.011249413210657	0.0057814645498946	0.0548857068965268	0.999964409028897	0
Chr01	7600000	alb0_bic1	59	0.0297528759616801	0.0141390269054509	0.110998024443111	0.999999610399789	0
Chr01	7700000	alb0_bic1	95	0.0238840629501407	0.00238128785013954	0.21007163087555	0.999999999650838	0
Chr01	7800000	alb0_bic1	90	-0.0455126395417975	0.0100111607858181	0.0660890000288773	0.934231380973993	0
Chr01	7900000	alb0_bic1	47	0.0782023470539679	0.0244175303590449	0.188615221647788	0.999999999999264	0
Chr01	8e+06	alb0_bic1	118	0.0521261649152189	0.0299770108860072	0.0737539609889805	0.965771313921673	0
Chr01	8100000	alb0_bic1	167	0.0824339599523748	0.0601117106259771	0.0716366885377594	0.8774169651691	6
Chr01	8200000	alb0_bic1	227	-0.0372584052419313	0.00658350561460866	0.118434753283046	0.942745965494161	12
Chr01	8300000	alb0_bic1	472	-0.0726415492552279	0.117366412888623	0.0472016557632334	0.470700930990902	118
Chr01	8400000	alb0_bic1	158	-0.113839630757808	0.157086105904048	0.148651686706498	0.999001484797061	0
Chr01	8500000	alb0_bic1	123	0.118902091510506	0.0312497241895215	0.413949257091158	0.999999999999848	0
Chr01	8600000	alb0_bic1	208	0.0411782812550807	0.00573778038241406	0.231796425645442	0.93115298971587	0
Chr01	8700000	alb0_bic1	18	0.0192487647206772	0.000407435711910505	0.188136736175952	1	0
Chr01	8800000	alb0_bic1	1	-0.138644283510323	0.00585913144559118	NA	NA	NA
Chr01	8900000	alb0_bic1	4	0.0185885384706604	0.000151315751900916	0.180996472663139	1	0
Chr01	9200000	alb0_bic1	40	-0.0838986715416702	0.0394395288246517	0.0734346445130759	0.999684814857732	0
Chr01	9300000	alb0_bic1	114	0.0221290797118546	0.0587314081747603	0.0364959503464447	0.986803651031147	0
Chr01	9400000	alb0_bic1	129	-0.0930133509438627	0.112710394782755	0.195289386344205	0.999999835134395	0
Chr01	9500000	alb0_bic1	84	-0.183281344093011	0.0782082726816167	0.139808048137539	0.994106447733267	0
Chr01	9600000	alb0_bic1	45	-0.295339105286825	0.135039633260615	0.177419634790503	0.999999338911594	0
Chr01	9700000	alb0_bic1	31	-0.126287474807859	0.0370552773225883	0.172805335622487	0.999999999999858	0
Chr01	9800000	alb0_bic1	34	-0.317539856195087	0.083504742902564	0.116801190740846	0.999496207863005	0
Chr01	9900000	alb0_bic1	96	-0.111171307040667	0.0510818757962115	0.0997612935751913	0.976982555051358	0
Chr01	1e+07	alb0_bic1	37	-0.00941600157711981	0.000246432729926357	0.344357817313721	1	0
Chr01	10100000	alb0_bic1	3	0.00331035190286033	3.89088550844978e-06	NA	NA	NA
Chr01	10200000	alb0_bic1	71	0.24159453595279	0.0479980633870448	0.175323670608575	0.97625911765527	0
Chr01	10300000	alb0_bic1	108	-0.0142994812591393	0.00234653253580099	0.086545367784763	0.990348008077195	0
Chr01	10400000	alb0_bic1	118	0.0480605931214644	0.0236847613501315	0.122105114240614	0.9971064738101	0
Chr01	10500000	alb0_bic1	73	-0.0849281684272918	0.0457442100443674	0.201085346094023	0.9999999993796	0
Chr01	10600000	alb0_bic1	11	0.00763441670811853	0.000118628554360159	NA	NA	NA
Chr01	10700000	alb0_bic1	1	-0.228010647401839	0.0210750560165977	NA	NA	NA
Chr01	10800000	alb0_bic1	2	0.305064315525366	0.0286292424794853	NA	NA	NA
Chr01	10900000	alb0_bic1	4	0.192418692089843	0.0441202136966003	0.192239858906526	1	0
Chr01	1.1e+07	alb0_bic1	3	-0.213197078056695	0.044973601781043	0.189594356261023	1	0
Chr01	11100000	alb0_bic1	10	-0.024862583768537	0.00339214466396872	0.0813345091122869	0.99999999998929	0
Chr01	11200000	alb0_bic1	149	-0.193034756797733	0.148079343433163	0.30684403793841	0.998160451119849	0
Chr01	11300000	alb0_bic1	222	-0.142124700460929	0.159488550493416	0.102787453492959	0.831847081287427	8
Chr01	11400000	alb0_bic1	145	-0.0253128741148996	0.00355800146200223	0.0741851489812208	0.957632701167466	11
Chr01	11500000	alb0_bic1	59	-0.00168622843962165	9.56408095733281e-06	0.115499731593337	0.995826192870727	0
Chr01	11600000	alb0_bic1	6	0.000469700485128747	1.33388147455002e-07	0.408553791887125	1	0
Chr01	11700000	alb0_bic1	93	0.283520578626343	0.0986459331349459	0.398955035915825	1	0
Chr01	12100000	alb0_bic1	38	-0.10300200875704	0.00673622203784527	0.396100041442564	1	0
Chr01	12200000	alb0_bic1	248	0.0612698658174584	0.0458999531660829	0.546992390163334	0.999999999659655	0
Chr01	12300000	alb0_bic1	361	0.347559299070629	0.189782563613127	0.382698017474217	0.357801922618444	105
Chr01	12400000	alb0_bic1	82	0.0687001320025631	0.0156172645310444	0.598311414868956	1	0
Chr01	12500000	alb0_bic1	442	0.184655380940848	0.171224833224741	0.722469834664117	0.0284675719093717	358
Chr01	12600000	alb0_bic1	280	0.164645343460811	0.18135961929929	0.400978251872253	0.997201730391653	0
Chr01	12700000	alb0_bic1	69	0.00970001393588788	0.008845436428375	0.132509401426644	0.999999999999035	0
Chr01	12800000	alb0_bic1	315	0.00681884267024592	0.0123745613494192	0.0258861421580006	0.611533598014641	0
Chr01	12900000	alb0_bic1	291	0.00368046134042176	0.0604039680816621	0.0139494465121702	0.594987164103685	0
Chr01	1.3e+07	alb0_bic1	396	-0.00665024523638744	0.00394703534567431	0.0424888986182373	0.489523655063239	20
Chr01	13100000	alb0_bic1	156	-5.87346831169728e-05	3.99762650152908e-08	0.191061280766533	0.999912196609687	0
Chr01	13200000	alb0_bic1	258	0.0352030440911185	0.0472748110244366	0.388881057502953	0.999063661357923	0
Chr01	13300000	alb0_bic1	138	0.0850808817179577	0.063032962315778	0.474741670002033	1	0
Chr01	13400000	alb0_bic1	170	0.0561929665409713	0.0155663376304416	0.527772934049441	1	0
Chr01	13500000	alb0_bic1	141	0.160572906501031	0.12576506817832	0.430589057830493	1	0
Chr01	13600000	alb0_bic1	248	-0.0119447925740133	0.00268243807695694	0.340744643175179	0.996954497738351	0
Chr01	13700000	alb0_bic1	174	0.0267452683436909	0.0150685007358666	0.552053113234499	1	0
Chr01	13800000	alb0_bic1	69	0.0601720750286099	0.0296480322218162	0.509754230189194	1	0
Chr01	13900000	alb0_bic1	120	0.0758624129591773	0.00408695598675497	0.401768167506551	0.999999999727934	0
Chr01	1.4e+07	alb0_bic1	167	0.0760716782853499	0.021378134733125	0.297453661627706	0.997813644662538	0
Chr01	14100000	alb0_bic1	69	0.0471725345831846	0.00651489941010429	0.325050049501208	1	0
Chr01	14200000	alb0_bic1	79	-0.0682819183459259	0.0919188659014476	0.114699029307386	0.999999149820677	0
Chr01	14300000	alb0_bic1	188	-0.00395324997135418	0.00117310145545359	0.0127698447092108	0.825931681774678	4
Chr01	14400000	alb0_bic1	180	-0.0629188632171627	0.0767902559498592	0.113633714769075	0.989456777697211	0
Chr01	14500000	alb0_bic1	157	-0.040693059844576	0.0821963169152213	0.786500241046607	1	0
Chr01	14600000	alb0_bic1	102	-0.00424608170435015	0.000438644193504879	0.263834915880096	1	0
Chr01	14700000	alb0_bic1	196	-0.0371761925344711	0.0123179327634845	0.156559088825135	0.974580630345533	2
Chr01	14800000	alb0_bic1	235	-0.0205071321503363	0.0148635277346197	0.200990795860169	0.996772980610439	0
Chr01	14900000	alb0_bic1	97	-0.0441900806466194	0.0318222219344197	0.102793519921972	0.992262891979209	0
Chr01	1.5e+07	alb0_bic1	144	0.0766035556679854	0.0315467349934636	0.190419000195313	0.999995292889137	0
Chr01	15100000	alb0_bic1	31	0.0209052915401221	0.00202314209172187	0.390214622632035	1	0
Chr01	15200000	alb0_bic1	269	0.00155651275553143	2.92674738277863e-05	0.508200826129795	0.988299013410477	0
Chr01	15300000	alb0_bic1	69	0.0239868817421617	0.0201883471349067	0.532657092979149	1	0
Chr01	15400000	alb0_bic1	126	-0.124663267124112	0.176957663473475	0.631046233911809	1	0
Chr01	15500000	alb0_bic1	165	-0.0390601001391742	0.0683214011395686	0.312047194887756	0.999999999999774	0
Chr01	15600000	alb0_bic1	37	-0.000789644040635462	7.21302214679972e-06	0.68694898678835	1	0
Chr01	15700000	alb0_bic1	65	-0.0552575443979175	0.0030760934363308	0.12426982359976	0.961641976485593	0
Chr01	15800000	alb0_bic1	2	0.0893190208551708	0.00507146607188568	NA	NA	NA
Chr01	1.6e+07	alb0_bic1	108	0.0290843234843082	0.01629962865324	0.0416612914616484	0.976866886305202	5
Chr01	16100000	alb0_bic1	345	0.0254723708805379	0.000733745228399871	0.16800799655503	0.60321583215178	75
Chr01	16200000	alb0_bic1	94	0.00447396444681265	0.000531275684557162	0.453206771961925	1	0
Chr01	16300000	alb0_bic1	43	-0.0273388588591949	0.00812534751498687	0.198192384125008	1	0
Chr01	16400000	alb0_bic1	42	0.0149874736590168	0.000442622902297586	0.271093648011025	1	0
Chr01	16500000	alb0_bic1	18	0.365377570655305	0.175298405052021	0.415330670816198	1	0
Chr01	16600000	alb0_bic1	261	0.195668735907033	0.164372673763105	0.449543672240946	0.95455484763207	1
Chr01	16700000	alb0_bic1	144	0.0531427621922535	0.0707821843276045	0.570043409081083	1	0
Chr01	16800000	alb0_bic1	104	-0.0463231631472203	0.0183478073635255	0.520129631963848	1	0
Chr01	16900000	alb0_bic1	81	-0.0573730164334261	0.0658182564604326	0.154878611507856	0.999999999962389	0
Chr01	1.7e+07	alb0_bic1	109	-0.0442795438827963	0.0544137419932531	0.265863643292826	0.999999999999999	0
Chr01	17100000	alb0_bic1	245	-0.0273963798723219	0.028860644775009	0.366944603684123	0.99999359734815	0
Chr01	17200000	alb0_bic1	409	0.0501279877170521	0.0765122882013559	0.505555922803959	0.210552564136477	25
Chr01	17300000	alb0_bic1	146	0.0291598374039739	0.00907577208788383	0.467169422637064	1	0
Chr01	17400000	alb0_bic1	2	0.0185879789268089	0.000166977740217199	NA	NA	NA
Chr01	17500000	alb0_bic1	8	0.0954022489492275	0.00831512013765255	0.215564373897707	1	0
Chr01	17600000	alb0_bic1	96	-0.0405729385442496	0.0014952573070064	0.48173333585671	1	0
Chr01	17700000	alb0_bic1	93	0.0800672121017853	0.0275300381587997	0.391643935187239	1	0
Chr01	17800000	alb0_bic1	65	0.0824564279553338	0.0477015798875504	0.23530391478389	1	0
Chr01	17900000	alb0_bic1	72	-0.00768277478832543	0.000378169406543172	0.509534848201753	1	0
Chr01	1.8e+07	alb0_bic1	133	0.0731643603948713	0.051942614147149	0.299252868783551	0.999999999999569	0
Chr01	18100000	alb0_bic1	7	-0.0383955338863127	0.00421671632490861	0.633005794910557	1	0
Chr01	18200000	alb0_bic1	36	0.0179420542442491	0.00194026925024476	0.0401911322075624	0.991188100798964	0
Chr01	18300000	alb0_bic1	11	-0.204727205697139	0.0803089228551338	0.413567076662315	1	0
Chr01	18400000	alb0_bic1	21	0.0434013102751078	0.0055083957918799	0.385506607676309	1	0
Chr01	18500000	alb0_bic1	23	0.102311890036395	0.0286309878542234	0.344438968523637	1	0
Chr01	18600000	alb0_bic1	16	-0.00752028706017392	0.000842399471375477	0.0565691803787042	0.999999969820815	0
Chr01	18700000	alb0_bic1	65	-0.00236948289704394	0.000181420013064964	0.783057337474145	1	0
Chr01	18800000	alb0_bic1	86	-0.0820323108523206	0.00519211329443796	0.661764048246087	1	0
Chr01	18900000	alb0_bic1	51	-0.0477209592395791	0.00668537367957202	0.382833804302749	1	0
Chr01	1.9e+07	alb0_bic1	295	-0.00911441198648214	0.021512031430487	0.0872459168865314	0.85181878240011	0
Chr01	19100000	alb0_bic1	191	-0.0133567288038711	0.00246615999913041	0.471908700283594	1	0
Chr01	19200000	alb0_bic1	98	0.00308884781281978	0.000101330717591822	0.337432718977072	1	0
Chr01	19300000	alb0_bic1	115	-0.29821754903095	0.0897722051051186	0.584696372292585	1	0
Chr01	19400000	alb0_bic1	397	0.00474148637257222	0.000536279055323732	0.390967357127463	0.343644011303619	1
Chr01	19500000	alb0_bic1	422	-0.045960499736619	0.0349181553120243	0.693522679434868	0.0760667251184181	155
Chr01	19600000	alb0_bic1	330	-0.00544743211761178	0.00495380568541754	0.728144609944295	0.999742820911241	0
Chr01	19700000	alb0_bic1	9	-0.169090871489944	0.173262791004312	0.406861510036113	1	0
Chr01	19800000	alb0_bic1	4	0.0065213469330344	0.000681386536888052	0.00727513227513227	0.93125585672777	0
Chr01	19900000	alb0_bic1	35	0.120695364757296	0.0748293359830699	0.418404377744364	1	0
Chr01	2e+07	alb0_bic1	218	0.0564540861496105	0.024497922066315	0.752481214375156	1	0
Chr01	20100000	alb0_bic1	232	0.0363971885258055	0.045428583486778	0.627899436229257	0.999999999377414	0
Chr01	20200000	alb0_bic1	163	-0.0551284982322094	0.00364984361198174	0.406501040628514	0.995487078032513	0
Chr01	20300000	alb0_bic1	31	0.0798403948456026	0.0542936518514006	0.353821013017739	1	0
Chr01	20400000	alb0_bic1	149	-0.0205150335945095	0.026568186720418	0.130652580709943	0.998939368666723	0
Chr01	20500000	alb0_bic1	67	0.139500020511472	0.0682637648560036	0.579327113816278	1	0
Chr01	20600000	alb0_bic1	2	-0.10355855953077	0.00451657475062259	0.849206349206349	1	0
Chr01	20700000	alb0_bic1	52	0.042978591383048	0.0252137714425763	0.220404258976688	1	0
Chr01	20800000	alb0_bic1	325	0.0830807428516845	0.138671168706276	0.24213040096653	0.773409759115111	2
Chr01	20900000	alb0_bic1	219	0.102052706748927	0.0226976150713415	0.167983531513085	0.844897195304752	38
Chr01	2.1e+07	alb0_bic1	167	-0.0897865187262524	0.0798587928513909	0.375988828720294	0.999999999994254	0
Chr01	21100000	alb0_bic1	227	0.0919915421204092	0.0444300531142925	0.303795838637843	0.957575993290184	9
Chr01	21200000	alb0_bic1	171	-0.00453922134085238	0.00838840629627453	0.657271726102493	1	0
Chr01	21300000	alb0_bic1	288	-0.0254854849475513	0.212011537271001	0.733686847941111	0.999999999999014	0
Chr01	21400000	alb0_bic1	327	-0.0227225401905431	0.192951835181353	0.780698877280048	0.999996372937638	0
Chr01	21500000	alb0_bic1	214	-0.0287511514839252	0.0985079191718347	0.562753085022471	1	0
Chr01	21600000	alb0_bic1	295	-0.211974807971895	0.0934302151595435	0.524529800182363	0.853503397279411	0
Chr01	21700000	alb0_bic1	393	0.0335880791190697	0.117096875411263	0.573790706648163	0.229791836330632	0
Chr01	21800000	alb0_bic1	424	-0.0925932395586305	0.0279898844585326	0.489561297940929	0.242789672528997	194
Chr01	21900000	alb0_bic1	257	-0.0544112103620444	0.145241430329119	0.503209151991789	0.999999986522763	0
Chr01	2.2e+07	alb0_bic1	402	0.0176918784791011	0.0847837214143025	0.386380419574867	0.188915028393468	1
Chr01	22100000	alb0_bic1	124	-0.0407650530174929	0.0469560988911384	0.582867590266447	1	0
Chr01	22200000	alb0_bic1	82	0.0834197524390535	0.08420827866695	0.32801669422228	1	0
Chr01	22300000	alb0_bic1	163	0.028488294767461	0.0208481175527902	0.639609729210614	1	0
Chr01	22400000	alb0_bic1	49	0.0128290485417202	0.00341668969632664	0.19086670956554	0.999999999999359	0
Chr01	22500000	alb0_bic1	288	-0.079194580704744	0.0526329329251695	0.206826273469433	0.792981938232981	2
Chr01	22600000	alb0_bic1	360	-0.00306621184565261	0.000302638498579806	0.207935812790858	0.655362026837274	2
Chr01	22700000	alb0_bic1	586	0.0757615105916888	0.0681407991580862	0.197433681727222	0.128298515159186	261
Chr01	22800000	alb0_bic1	236	0.0802911441423333	0.0517153881202922	0.263918515372864	0.946023641221027	5
Chr01	22900000	alb0_bic1	208	0.0172871673016772	0.0208795323562638	0.424350611787255	0.999999999980693	0
Chr01	2.3e+07	alb0_bic1	229	0.0147174983907793	0.0195860978147715	0.313318805090701	0.999998955050432	0
Chr01	23100000	alb0_bic1	376	-0.0271629346027219	0.0320355007790432	0.311864532174967	0.458942678531097	0
Chr01	23200000	alb0_bic1	74	0.021416888072241	0.00379705192996872	0.302641996125199	1	0
Chr01	23300000	alb0_bic1	108	-0.0212266690024548	0.0131515097193399	0.312269003821464	1	0
Chr01	23400000	alb0_bic1	275	-0.0199368921566824	0.00567759298946716	0.517161608843454	0.999993627740809	0
Chr01	23500000	alb0_bic1	160	-0.0309605573361432	0.0229303060705508	0.0887115919003499	0.991008820398004	0
Chr01	23600000	alb0_bic1	27	0.0179042935095535	0.00251775448928148	0.359164689320882	1	0
Chr01	23700000	alb0_bic1	69	-0.0279749743110847	0.0208495747745208	0.208325837031535	1	0
Chr01	23800000	alb0_bic1	189	0.0337432809042444	0.0159102233747465	0.281281214926181	0.999584021787486	0
Chr01	23900000	alb0_bic1	146	0.126682083886346	0.0776008961014085	0.153886671426211	0.986306297868795	0
Chr01	2.4e+07	alb0_bic1	47	0.00906410058301849	0.00254585657486749	0.0813785030643285	0.999996918242102	0
Chr01	24100000	alb0_bic1	6	-0.0598968104412592	0.00916916043565049	0.230952380952381	1	0
Chr01	24200000	alb0_bic1	12	-0.0121415726784318	0.00278204506033242	0.0616909839132061	0.999999998939303	0
Chr01	24300000	alb0_bic1	19	0.307938667623693	0.128535962701454	0.300545079955309	1	0
Chr01	24400000	alb0_bic1	95	-0.00737291482435595	0.000210038735277631	0.551458696960997	1	0
Chr01	24500000	alb0_bic1	174	-0.0470104938947297	0.018241711088349	0.454861927657498	0.999999999999985	0
Chr01	24600000	alb0_bic1	56	0.187061176874922	0.149122590688593	0.474344048756991	1	0
Chr01	24700000	alb0_bic1	267	0.0478548077434592	0.032505878340491	0.439971293211084	0.999761662693673	0
Chr01	24800000	alb0_bic1	203	0.702144136995731	0.39249956904421	0.289875451886014	0.762636258810707	0
Chr01	24900000	alb0_bic1	69	0.0445335317100145	0.0851745067382019	0.0383161991225954	0.994938817773467	0
Chr01	2.5e+07	alb0_bic1	123	1.31418369467848	0.557212603255674	0.472980524326737	0.999999999999131	0
Chr01	25100000	alb0_bic1	169	0.273262674599003	0.165983847561429	0.222417583856074	0.92252999426804	0
Chr01	25200000	alb0_bic1	248	-0.0381527063752797	0.00430937389042678	0.175962650447328	0.741203424514883	19
Chr01	25300000	alb0_bic1	154	-0.0802212641227215	0.234111560385975	0.144669032048614	0.999266115529382	0
Chr01	25400000	alb0_bic1	240	0.0512507821759949	0.0267014951181235	0.196188712098719	0.964334464741402	4
Chr01	25500000	alb0_bic1	776	-0.0216315307862139	0.030147835067875	0.0176463674963685	0.144312165895041	29
Chr01	25600000	alb0_bic1	281	-0.0887802396434176	0.0944190701807793	0.200236431196638	0.847413980842629	0
Chr01	25700000	alb0_bic1	406	-0.0711003452029608	0.273824794585854	0.622754323339912	0.10506261429957	40
Chr01	25800000	alb0_bic1	437	0.100413580442859	0.0504729561920046	0.722554728201284	0.207501346837817	218
Chr01	25900000	alb0_bic1	126	-0.00662260095136902	0.00165790029026174	0.569554131685043	1	0
Chr01	2.6e+07	alb0_bic1	22	-0.146631631487931	0.12032359764138	0.216784490813006	1	0
Chr01	26100000	alb0_bic1	68	-0.0497561566486544	0.0130223078109423	0.215362130344867	1	0
Chr01	26200000	alb0_bic1	57	-0.200585327390175	0.102835329299048	0.412454800419807	1	0
Chr01	26300000	alb0_bic1	206	-0.0769138135474681	0.0573211841393421	0.309410992217041	0.998028825490481	0
Chr01	26400000	alb0_bic1	33	-0.0314090984423222	0.0344481719746664	0.249528600850009	1	0
Chr01	26500000	alb0_bic1	91	0.0163188704822111	0.00503817610455724	0.132988262918575	0.999999704823376	0
Chr01	26600000	alb0_bic1	11	0.201757297550693	0.0674373202648572	0.100881452468754	0.999999999988519	0
Chr01	26700000	alb0_bic1	12	-0.101835237099158	0.00430601566444148	0.261736029989998	1	0
Chr01	26800000	alb0_bic1	15	0.133598851562235	0.0872483131347237	0.106108882299358	0.999999999999485	0
