X.Chr01.	X.6e.05.	X.mue0_bic1.	X.54.	X..0.0624889687553519.	X.0.00115764091075741.	X.0.451268699039781.	X.0.351851851851852.	X.0.019443261560039.	X.210.	X.0.362665872508885.
Chr01	6500000	mue0_bic1	27	0.350518668568385	0.0824526660996754	0.351302869928434	0.37037037037037	0.0916641709224753	0	0.241045521512439
Chr01	6600000	mue0_bic1	46	0.719648050840188	0.177356738558973	0.575435872578542	0.543478260869565	0.0429323847442682	149	0.337432237422456
Chr01	6700000	mue0_bic1	96	0.72491617523025	0.164804363427603	0.618913757965782	0.643969298245614	0.0614035586828154	289	0.352609251217547
Chr01	6800000	mue0_bic1	24	0.721362406244687	0.175047981118786	0.350307734529612	0.291666666666667	0.0666109340809673	33	0.340459312103633
Chr01	6900000	mue0_bic1	64	0.890210864912859	0.261345413815209	0.578188238289769	0.650396825396826	0.0420954177910777	251	0.343855293053207
Chr01	7100000	mue0_bic1	29	0.00916994133415887	0.000216618227951279	0.278859248267639	0.291666666666667	0.246374926875561	0	0.123029518117613
Chr01	8e+06	mue0_bic1	40	0.0871967945904726	0.0294336776646398	0.159836529384787	0.153846153846154	0.211426253172818	5	0.100361818214736
Chr01	8100000	mue0_bic1	49	-0.0504035933920947	0.0169863558828395	0.0790436296449903	0.0612244897959184	0.203654218621396	5	0.0763662834560464
Chr01	8200000	mue0_bic1	268	-0.126600023943649	0.0686839733934117	0.158777440758566	0.139316314040916	0.0640655551383875	19	0.0953885719964569
Chr01	8300000	mue0_bic1	368	-0.130729119498209	0.100608157113604	0.0885876093168333	0.0765027322404372	0.0390800647136829	100	0.081385306660795
Chr01	8400000	mue0_bic1	44	-0.1531564631298	0.103160428755494	0.180013760929678	0.13953488372093	0.145728341623513	1	0.0941605582022515
Chr01	8500000	mue0_bic1	183	0.00643744735785131	4.47039126868777e-05	0.400721076516597	0.359116022099448	0.0608688956444189	159	0.190121480545845
Chr01	8600000	mue0_bic1	76	-0.040447360018078	0.0045223239217626	0.327528108742382	0.310810810810811	0.173315667271319	8	0.118768046309992
Chr01	9300000	mue0_bic1	80	-0.0431765847947846	0.0616806238450508	0.0446223634525878	0.0379746835443038	0.275757183215163	1	0.0343292387945381
Chr01	9400000	mue0_bic1	169	-0.058842714970742	0.0985350623976132	0.171659158746448	0.177371689361066	0.171669050139096	0	0.0370158366338868
Chr01	11200000	mue0_bic1	57	-0.347907293971869	0.140672157044616	0.568231366522233	0.56140350877193	0.0997416464829993	18	0.183168051539409
Chr01	11600000	mue0_bic1	129	-0.235780904942721	0.0538338084541747	0.271522496015973	0.249	0.0522020515024052	71	0.200664867600969
Chr01	11700000	mue0_bic1	39	-0.045207591577725	0.0061592330537964	0.587369865304899	0.605263157894737	0.227312798205583	0	0.113746572022239
Chr01	12200000	mue0_bic1	164	0.0781465893468602	0.0711019188153395	0.598259691053421	0.6125	0.22840281092654	4	0.0578708195617663
Chr01	12300000	mue0_bic1	107	0.0873768732199215	0.048587025684319	0.418399984525594	0.418261673601479	0.218996102499881	7	0.0782756364590804
Chr01	12400000	mue0_bic1	78	0.106207062790343	0.0204824928950307	0.799671297751544	0.871794871794872	0.0410655406383337	13	0.146538673890682
Chr01	12500000	mue0_bic1	331	0.198736130886778	0.125941930272701	0.897524472646016	0.942161205426644	0.0323319781916075	29	0.110581358996643
Chr01	12600000	mue0_bic1	121	0.290612843432612	0.16053212612539	0.813248939549881	0.798319327731092	0.200859312173025	42	0.143226734400749
Chr01	13100000	mue0_bic1	22	0.0199080973628897	0.000461708958996098	0.765774133505963	0.80952380952381	0.124886664007004	25	0.182951456084749
Chr01	13200000	mue0_bic1	165	-0.0470963047121443	0.00793924573625949	0.769189890162697	0.770443486173201	0.030132626052861	5	0.104372833926355
Chr01	13300000	mue0_bic1	63	0.229471545591055	0.123075174141424	0.791978086698907	0.816666666666667	0.105516675456372	6	0.129161736874389
Chr01	13400000	mue0_bic1	120	0.171584487988474	0.0427109226976238	0.891709823828559	0.958158263305322	0.0352968256104804	56	0.163945239817208
Chr01	13500000	mue0_bic1	44	-0.00819183029361842	0.000532982771155345	0.867911102077985	0.883720930232558	0.216336298030309	4	0.0700671780216218
Chr01	13600000	mue0_bic1	125	0.0732754603435194	0.0223077113595924	0.667389664978434	0.69672131147541	0.10859318636354	13	0.0968771407298394
Chr01	13700000	mue0_bic1	154	0.0608320335901656	0.0620783453934468	0.918481244664837	0.928104575163399	0.124415604451064	5	0.0482117097882171
Chr01	13800000	mue0_bic1	55	0.0797907449275385	0.0454080273987476	0.618306423354107	0.618181818181818	0.266088089756771	2	0.0739394927563288
Chr01	13900000	mue0_bic1	62	-0.0467119173719427	0.0077680406653428	0.811715645445425	0.833333333333333	0.240558396487507	14	0.104655537838377
Chr01	1.4e+07	mue0_bic1	40	-0.0433426790602384	0.015226085694462	0.690325595247213	0.694444444444444	0.261579873062294	0	0.0693604468358579
Chr01	14100000	mue0_bic1	52	-0.00190861492686731	8.27590319553863e-06	0.470674192381025	0.509803921568627	0.157374743670396	7	0.13100892412729
Chr01	14300000	mue0_bic1	27	0.0403334102609035	0.00784192630139902	0.069457634272449	0.037037037037037	0.199051714931179	0	0.0899381253117745
Chr01	14400000	mue0_bic1	22	0.0222487559702367	0.00278522279559853	0.397235133051389	0.380952380952381	0.296118429927185	0	0.0832465084452767
Chr01	14500000	mue0_bic1	212	-0.0156972432176734	0.0182172542965584	0.598887810646723	0.595238095238095	0.376218684249991	0	0.0229653036541112
Chr01	14600000	mue0_bic1	198	0.00761691484607261	0.00178732969475994	0.121172404715249	0.116161616161616	0.329285629992303	5	0.035576812104485
Chr01	14700000	mue0_bic1	174	-0.0426573391739744	0.0106783426770402	0.185481710700111	0.172912098863862	0.0759534908715551	6	0.0815139803528336
Chr01	14800000	mue0_bic1	104	-0.0331967110120116	0.00665795382660171	0.402482550050785	0.365384615384615	0.102859989219485	0	0.0803368748519075
Chr01	14900000	mue0_bic1	114	-0.0232062277780401	0.0194098522329249	0.0729500550516139	0.0704859493867411	0.230177076322505	1	0.0328915016315896
Chr01	1.5e+07	mue0_bic1	215	0.0605381458554511	0.04395747968837	0.127326862276202	0.149508623181424	0.0716714147907807	14	0.0570168195686911
Chr01	15100000	mue0_bic1	117	-0.0483541044551298	0.0180051194761483	0.290049918715386	0.304347826086957	0.188201777725278	0	0.0711583068157578
Chr01	15200000	mue0_bic1	362	-0.000999051270665207	1.80349214637548e-05	0.39464387624509	0.388888888888889	0.218063336969628	6	0.0464537644980584
Chr01	15300000	mue0_bic1	313	-0.0581006369773489	0.0299054889687116	0.367799685452028	0.372413793103448	0.143084613168236	10	0.0663430914682649
Chr01	15400000	mue0_bic1	250	0.0121218496828454	0.0085313822115629	0.321533636627914	0.319838056680162	0.266113025507144	0	0.0259148953746158
Chr01	15500000	mue0_bic1	113	-0.0601819752483605	0.0586464448505927	0.530255215294628	0.542056074766355	0.254949862697725	1	0.0490722371784316
Chr01	15600000	mue0_bic1	35	0.0124265888987889	0.000969222478794815	0.793352180335549	0.797058823529412	0.236650016154079	2	0.0788189159081047
Chr01	1.6e+07	mue0_bic1	100	0.0619478333190706	0.0128682009526142	0.0381135154303489	0.0204081632653061	0.242621715557756	10	0.10783443547599
Chr01	16100000	mue0_bic1	180	0.0768568214892914	0.00513541194817982	0.213791140749858	0.139664804469274	0.0170351434419828	194	0.21178004742448
Chr01	16200000	mue0_bic1	63	0.0177156265457414	0.00336806553677861	0.782503543017907	0.786885245901639	0.221568648943295	0	0.0602776781002487
Chr01	16400000	mue0_bic1	58	-0.00197561469598212	9.45386142742427e-06	0.226750037352903	0.192982456140351	0.0962119099098303	2	0.126878459525966
Chr01	16500000	mue0_bic1	110	0.10490315658201	0.0374712484508968	0.332509744616084	0.339805825242718	0.200594721317587	9	0.107011324671542
Chr01	16600000	mue0_bic1	259	0.0970067499732012	0.0392919436288795	0.437005609853418	0.446724413421916	0.134814163459166	32	0.0966363378736498
Chr01	16700000	mue0_bic1	241	0.0728906402234057	0.141280782506074	0.440899242091366	0.447257383966245	0.242392866527369	1	0.0382930963160208
Chr01	16800000	mue0_bic1	145	0.0328819290000671	0.00910253790988495	0.520454466461892	0.515384615384615	0.218469108920483	7	0.0680559818865534
Chr01	16900000	mue0_bic1	81	-0.0444910759930369	0.0461752715301528	0.151034222873938	0.157894736842105	0.216911250925406	0	0.0408844768710366
Chr01	1.7e+07	mue0_bic1	157	-0.0235233558398024	0.0235034573565264	0.154408363779604	0.149505256648114	0.236246434262694	0	0.0302986771534083
Chr01	17100000	mue0_bic1	171	0.0204647664727442	0.00324751585573733	0.527646057626361	0.532354060694142	0.159279079750779	0	0.0709122749423499
Chr01	17200000	mue0_bic1	340	-0.0338655033438203	0.0415325317421727	0.569212055823976	0.572700296735905	0.192093396397922	0	0.0328135786551322
Chr01	17300000	mue0_bic1	76	-0.0318445954625783	0.0170565317358284	0.721068055000708	0.724855803893295	0.28123623095016	1	0.0481482645399889
Chr01	17600000	mue0_bic1	183	0.0252728674804451	0.000843319124412693	0.35971139183965	0.245498652291106	0.0120271975519724	81	0.171849712795787
Chr01	17700000	mue0_bic1	141	0.0271872026626077	0.00497657257087139	0.427393014888626	0.434303069053709	0.154104864784382	1	0.0761008695085417
Chr01	17800000	mue0_bic1	83	-0.154434707276038	0.0460711464670154	0.382979955646385	0.333333333333333	0.1341959959851	44	0.142075981358786
Chr01	1.8e+07	mue0_bic1	182	0.0867810716519356	0.059473388902106	0.260009894377408	0.254849600982198	0.116742177027434	1	0.0702674075526455
Chr01	18100000	mue0_bic1	53	0.0013670994711815	4.42564879379209e-05	0.06656148004157	0.0588235294117647	0.323038499426534	2	0.0405790529521495
Chr01	18200000	mue0_bic1	80	0.0163381620242853	0.00669196960621242	0.04589099035814	0.0375	0.267540852401444	0	0.0394381454008177
Chr01	18300000	mue0_bic1	34	-0.00737911667991987	0.000262437513013395	0.438767220351709	0.441176470588235	0.252722743010003	0	0.0899459650724076
Chr01	18600000	mue0_bic1	21	-0.00238706980351433	5.77323044973062e-05	0.496666151840853	0.5	0.353691284739816	0	0.0620363071160242
Chr01	18700000	mue0_bic1	68	0.0299406728176321	0.0135165561799786	0.751696626701156	0.75	0.256301620845219	0	0.0508532593683219
Chr01	18800000	mue0_bic1	89	-0.091371924532491	0.00580007089707348	0.72720615032858	0.840909090909091	0.0463724154476352	102	0.236911633075403
Chr01	18900000	mue0_bic1	57	-0.0235613236142839	0.00242692133812986	0.30735830003593	0.296296296296296	0.235543303469584	2	0.0944413310572977
Chr01	1.9e+07	mue0_bic1	78	-0.00445282948244481	0.000469703337640713	0.221145638685725	0.210526315789474	0.304614886466571	0	0.0405708873475583
Chr01	19100000	mue0_bic1	146	-0.0195327532252969	0.00332609933662387	0.586449827865738	0.602889027951606	0.174150058525038	2	0.0668784378959738
Chr01	19200000	mue0_bic1	79	-0.0172245730439167	0.0037295792853267	0.359611528278112	0.358974358974359	0.246327166040467	0	0.0556940510655786
Chr01	19300000	mue0_bic1	204	-0.32912166867146	0.140643477352647	0.391872808841072	0.320197044334975	0.024864450605049	127	0.173295363582979
Chr01	19400000	mue0_bic1	524	-0.0159157411990724	0.0225090080635296	0.258577293058151	0.262042389210019	0.332274480882322	2	0.0209478258797015
Chr01	19500000	mue0_bic1	763	-0.0193641953287173	0.0179328966980892	0.391147908323925	0.392975716182888	0.21247344714264	1	0.028553838347593
Chr01	19600000	mue0_bic1	426	0.0164061236450439	0.0650379733938788	0.676033066576629	0.677804295942721	0.366474014063301	1	0.0127031885835704
Chr01	19700000	mue0_bic1	175	0.0352108530354168	0.0372978646985548	0.0436776147043287	0.0342857142857143	0.272141475285295	16	0.0360018507506125
Chr01	19900000	mue0_bic1	21	0.0378182654137112	0.0255975448440649	0.261837464030446	0.25	0.355628309195782	0	0.0466759014614977
Chr01	2e+07	mue0_bic1	235	0.0560877215354469	0.0222149574283277	0.74804551742604	0.784016271085237	0.0670893298426218	1	0.0743079568752824
Chr01	20100000	mue0_bic1	333	0.0238389004863196	0.0206146358406256	0.679331826041296	0.684049079754601	0.239262370449104	0	0.0327860164277642
Chr01	20200000	mue0_bic1	260	-0.211113114831559	0.0304277864660958	0.559075497671101	0.543381944217376	0.0368224878687834	206	0.238984810483287
Chr01	20300000	mue0_bic1	162	-0.353182716571748	0.141515350591844	0.304357389715234	0.270440251572327	0.0796668038936435	126	0.185390694763304
Chr01	20400000	mue0_bic1	53	-0.0691480847000122	0.0238535504940888	0.431002775674177	0.448979591836735	0.185655966213614	0	0.0884084761491689
Chr01	20500000	mue0_bic1	65	0.136973041731906	0.0688980799659801	0.501717091993766	0.461538461538462	0.142031344205375	0	0.103043785674821
Chr01	20700000	mue0_bic1	184	0.0180160179488006	0.0174191199929135	0.0944209758530376	0.0934065934065934	0.221445673760467	0	0.0269547907992931
Chr01	20800000	mue0_bic1	311	0.0756145445443598	0.133337996851575	0.258341778623547	0.263665594855305	0.141624092313044	0	0.0408901442370429
Chr01	20900000	mue0_bic1	101	0.169891466008739	0.0320037802837388	0.296749984998539	0.237623762376238	0.0732743033478143	56	0.187525869987657
Chr01	2.1e+07	mue0_bic1	124	-0.139257566893929	0.155835208454047	0.473454941466196	0.491803278688525	0.18502268936348	0	0.0696588459108586
Chr01	21100000	mue0_bic1	279	0.0487387985252075	0.0125850749074206	0.316709684934054	0.347670250896057	0.0677356722662364	29	0.0857901015200707
Chr01	21200000	mue0_bic1	364	0.105495550259537	0.234848593482754	0.424365357716565	0.399138679198939	0.103986182411204	0	0.0429863356129897
Chr01	21300000	mue0_bic1	480	-0.0370172573694161	0.221616240807358	0.610985557806124	0.618143459915612	0.28448537308164	0	0.015527220187874
Chr01	21400000	mue0_bic1	631	-0.0485586214571158	0.261889322470651	0.603753204635853	0.611111111111111	0.225056397933689	0	0.0187368990973066
Chr01	21500000	mue0_bic1	302	-0.212325055949061	0.233987047302337	0.833816286310694	0.88796536602828	0.0451910384692887	36	0.0866753499490634
Chr01	21600000	mue0_bic1	143	-0.227810738792069	0.0656258218312604	0.709754948647066	0.832750582750583	0.0161842426960307	59	0.175601038521524
Chr01	21700000	mue0_bic1	417	-0.00906686562572879	0.00127847359520769	0.701273676986433	0.695443645083933	0.0891760192070857	0	0.0500727637828067
Chr01	21800000	mue0_bic1	234	0.0444329842143662	0.00475611194561388	0.702593257830028	0.750536480686695	0.0707481641992597	42	0.127224195532826
Chr01	21900000	mue0_bic1	274	-0.0351401597995598	0.123240378711006	0.472112609507904	0.474264705882353	0.302072432223448	0	0.019765940564735
Chr01	2.2e+07	mue0_bic1	296	0.0185428983771216	0.0449874143156865	0.382634952646311	0.382004658241859	0.331566167704994	0	0.0172632423362501
Chr01	22100000	mue0_bic1	237	0.0184584862819697	0.0105447845584297	0.363004413962959	0.365957446808511	0.221901148030955	0	0.0354950255171312
Chr01	22200000	mue0_bic1	210	0.0824979289971386	0.0124203992191084	0.257702217421443	0.230384615384616	0.0429892137952546	100	0.146172452537788
Chr01	22300000	mue0_bic1	217	-0.0428116088720811	0.0462549763064039	0.500322358988781	0.5	0.248646427626197	2	0.0393072429246304
Chr01	22400000	mue0_bic1	110	0.00531394935911134	0.00107995395428968	0.136522642252938	0.12962962962963	0.359431606095086	2	0.0319304513108376
Chr01	22500000	mue0_bic1	170	-0.1294180743477	0.0811123702369973	0.295365812125067	0.297619047619048	0.0857704110969989	4	0.0897308232874047
Chr01	22600000	mue0_bic1	237	0.00969291513260668	0.00305751134877702	0.2996688405434	0.303608135886617	0.236445339730322	2	0.0346147051407995
Chr01	22700000	mue0_bic1	560	0.0887715388702656	0.0421076642527727	0.225859730833783	0.214028776978417	0.110305344322278	57	0.0854246952084185
Chr01	22800000	mue0_bic1	405	0.0705776113487952	0.0538097404377621	0.189203441673732	0.173697270471464	0.17170095405803	32	0.0600795640144972
Chr01	22900000	mue0_bic1	155	-0.0489925056946352	0.0306549870677318	0.664275267500712	0.686274509803922	0.172780164947937	1	0.0552547156460426
Chr01	2.3e+07	mue0_bic1	135	-0.0556934943205183	0.0334549870159733	0.618725973186819	0.639097744360902	0.163613624971522	1	0.0601262750934357
Chr01	23100000	mue0_bic1	134	-0.054609592041082	0.0195827197507926	0.561895764498058	0.597014925373134	0.121912311587946	0	0.0770588800658795
Chr01	23200000	mue0_bic1	59	0.0590595773344337	0.0251759618880574	0.278526061429345	0.271956856702619	0.210301785740621	0	0.0735000379730487
Chr01	23300000	mue0_bic1	110	0.0187161661581171	0.00896798665934376	0.352242196508913	0.354545454545455	0.340340809608052	0	0.0390265068397492
Chr01	23400000	mue0_bic1	309	-0.0211967985420848	0.0134272048978148	0.425477405158367	0.435215946843854	0.236830350651906	1	0.0361216623922711
Chr01	23500000	mue0_bic1	27	-0.260925152274783	0.198376628764085	0.217181296070185	0.230769230769231	0.131187466849816	0	0.115680713320217
Chr01	23700000	mue0_bic1	59	0.494203522094931	0.107064122290051	0.346034062705726	0.169491525423729	0.0137005987280418	63	0.298245651887532
Chr01	23800000	mue0_bic1	123	0.0339793019120927	0.00755414541590341	0.370201630403049	0.355932203389831	0.304368360338505	18	0.0771990661835478
Chr01	23900000	mue0_bic1	267	0.0613904966692552	0.0704932789841208	0.084300331293852	0.0873015873015873	0.104315624723042	8	0.045658070674044
Chr01	2.4e+07	mue0_bic1	74	0.0177207199728625	0.00369631126164214	0.117567269850413	0.10958904109589	0.288447892040288	5	0.0575555701178214
Chr01	24400000	mue0_bic1	90	-0.00768317244029993	0.000377702948602893	0.538763184103946	0.533333333333333	0.199394711423044	3	0.0780648730977851
Chr01	24500000	mue0_bic1	122	0.0163272975946701	0.00177040263215842	0.583383194583652	0.6	0.230112756659328	7	0.0766246582301879
Chr01	24600000	mue0_bic1	61	-0.00895125781209164	0.000775737102380126	0.295314161113501	0.295081967213115	0.233214748647997	0	0.0634624813917186
Chr01	24700000	mue0_bic1	55	0.124058254850457	0.175289590702109	0.175746343842492	0.163636363636364	0.244129486474887	1	0.0585110469651922
Chr01	24800000	mue0_bic1	247	0.81637285702277	0.464063356912923	0.34139920315852	0.417851617787433	0.0189749519597725	252	0.236641104250467
Chr01	24900000	mue0_bic1	118	0.033557577462797	0.0224522211626136	0.0330522441787597	0.0172413793103448	0.184464631528058	1	0.0442233064815099
Chr01	2.5e+07	mue0_bic1	173	0.607421593090923	0.531342603138911	0.233712122910901	0.194117647058824	0.0148214121657043	177	0.164548213702544
Chr01	25100000	mue0_bic1	124	0.400531400143175	0.118688083144519	0.319893714204973	0.18623787044322	0.00651205695308358	71	0.22957430380481
Chr01	25200000	mue0_bic1	47	0.611024827463564	0.21967416367315	0.356236964093036	0.230676328502415	0.0708970971787956	53	0.257430281360146
Chr01	25300000	mue0_bic1	36	-0.140322828870747	0.139521440981115	0.491222493486733	0.485714285714286	0.239314784480983	0	0.0741819285910222
Chr01	25400000	mue0_bic1	356	0.00997101664359421	0.00220043352266938	0.116654506745213	0.115330748536161	0.264832501762729	4	0.0419735381961666
Chr01	25500000	mue0_bic1	434	-0.0207994839890781	0.00741306242578027	0.026508183525079	0.0209302325581395	0.207335520862533	4	0.0477028138101742
Chr01	25600000	mue0_bic1	339	-0.0297461858916081	0.013619136231276	0.177255765645955	0.177177177177177	0.113846146356786	2	0.0503322993262622
Chr01	25700000	mue0_bic1	689	-0.00506495689308559	0.0120406110458503	0.402871585068821	0.401470588235294	0.361266236807849	0	0.00911468690439926
Chr01	25800000	mue0_bic1	823	0.0646889244743781	0.0553171210409085	0.436938396868252	0.429012237482453	0.0516666992348655	1	0.0543113266114965
Chr01	25900000	mue0_bic1	288	-0.0828719118339633	0.123938013061586	0.352094764590938	0.355400696864112	0.225727001396969	0	0.0464831293916999
Chr01	26100000	mue0_bic1	58	-0.161578526158137	0.0394208070136465	0.373764508626528	0.413793103448276	0.112605298431321	9	0.160698251764139
Chr01	26200000	mue0_bic1	37	-0.15411700136578	0.0203528690300731	0.720625749139592	0.780193236714976	0.0916667777379227	20	0.213318242317761
Chr01	26300000	mue0_bic1	87	-0.0978625721902952	0.0293240562731866	0.604284686981072	0.609195402298851	0.200843055453009	7	0.112848260604217
Chr01	26400000	mue0_bic1	72	-0.0433328384961131	0.0267525891090379	0.297561714962433	0.298507462686567	0.25998365300222	0	0.0523147908849335
Chr01	26500000	mue0_bic1	118	-0.0270738028509227	0.0348214940936828	0.0485092537134041	0.0423728813559322	0.222845085056078	0	0.0286494194869105
Chr01	26600000	mue0_bic1	103	0.0232537784141718	0.00394963615744074	0.0525267750083309	0.0388349514563107	0.220758753397158	9	0.0730643037018803
Chr01	27300000	mue0_bic1	35	-0.0731726759195055	0.0113251568906057	0.31131729214221	0.371428571428571	0.131311516692222	0	0.135774148867482
Chr01	27400000	mue0_bic1	87	-0.0921129556154495	0.00914904502335794	0.388733646542239	0.482758620689655	0.0226468182548649	74	0.190161721526689
Chr01	27500000	mue0_bic1	63	-0.0712374768127611	0.00408828360023687	0.49218587317017	0.587301587301587	0.0390056167650825	78	0.220002839610216
Chr01	27600000	mue0_bic1	32	-0.0901812405301579	0.00416070651439669	0.62245089429148	0.75	0.0498019583955395	66	0.276072360648176
Chr01	27700000	mue0_bic1	38	0.0773605947727412	0.014223048506796	0.430331130735833	0.421052631578947	0.193625635880104	0	0.128089555812493
Chr01	27800000	mue0_bic1	463	-0.0186506563639722	0.0103194059506593	0.171472839904408	0.172527727325424	0.251524760493298	12	0.0362540923591651
Chr01	27900000	mue0_bic1	367	0.0224541336997532	0.00830351907796312	0.0929043074046362	0.0958904109589041	0.0947376680931973	13	0.0486581368447992
Chr01	2.8e+07	mue0_bic1	52	-0.0129982887456801	0.0019290031103726	0.336816646967122	0.34	0.280098632058712	0	0.0584399696039629
Chr01	28200000	mue0_bic1	33	-0.0462862343056742	0.0145018808960249	0.363714753117698	0.366666666666667	0.277632761683394	0	0.0758979328434558
Chr01	28300000	mue0_bic1	48	0.0793184546917244	0.00335598151739361	0.769732330944943	0.9375	0.0117775905488491	169	0.270367652035713
Chr01	28400000	mue0_bic1	22	-0.163554353043038	0.0201334982598071	0.844410718753438	0.909090909090909	0.125845643475708	87	0.227610740575318
Chr01	2.9e+07	mue0_bic1	115	-0.159533785839639	0.0572927926140994	0.113301054294385	0.0434782608695652	0.0396708477825307	58	0.131611227827969
