X.Chr01.	X.0.	X.mue0_bic1.	X.5.	X.0.21551393334702.	X.0.0123826755178884.	NA_character_.	NA_character_..1	NA_character_..2
Chr01	8100000	mue0_bic1	49	-0.0504035933920947	0.0169863558828395	0.0790436296449903	0.999775002462927	0
Chr01	8200000	mue0_bic1	268	-0.126600023943649	0.0686839733934117	0.158777440758566	0.801541528714304	13
Chr01	8300000	mue0_bic1	368	-0.130729119498209	0.100608157113604	0.0885876093168333	0.541870209778646	94
Chr01	8400000	mue0_bic1	44	-0.1531564631298	0.103160428755494	0.180013760929678	0.999999999997566	0
Chr01	8500000	mue0_bic1	183	0.00643744735785131	4.47039126868777e-05	0.400721076516597	0.993563640746998	0
Chr01	8600000	mue0_bic1	76	-0.040447360018078	0.0045223239217626	0.327528108742382	1	0
Chr01	8700000	mue0_bic1	6	0.166935175857642	0.0145058316651551	0.267328042328042	1	0
Chr01	8900000	mue0_bic1	3	0.0107122977387988	0.00117067675698216	NA	NA	NA
Chr01	9e+06	mue0_bic1	2	-0.0321867938208216	0.000191919190463044	NA	NA	NA
Chr01	9100000	mue0_bic1	1	-0.400528861602391	0.03578992980787	NA	NA	NA
Chr01	9200000	mue0_bic1	8	-0.17425968986979	0.0328766721502402	0.16765873015873	1	0
Chr01	9300000	mue0_bic1	80	-0.0431765847947846	0.0616806238450508	0.0446223634525878	0.99376770974145	1
Chr01	9400000	mue0_bic1	169	-0.058842714970742	0.0985350623976132	0.171659158746448	0.999785763594401	0
Chr01	9500000	mue0_bic1	14	-0.409197330783666	0.0335652497159585	0.513125763125763	1	0
Chr01	9600000	mue0_bic1	17	-0.264016277765167	0.0666699249881443	0.432238757326292	1	0
Chr01	9700000	mue0_bic1	4	-0.0206106106799043	0.000206550487295632	0.182980599647266	1	0
Chr01	9800000	mue0_bic1	2	0.028961447625388	0.000265244050483066	NA	NA	NA
Chr01	9900000	mue0_bic1	5	-0.0615248058140573	0.00271626572715219	0.483994708994709	1	0
Chr01	1e+07	mue0_bic1	10	-0.312186125280395	0.0888193273184752	0.284966826236668	1	0
Chr01	10100000	mue0_bic1	3	0.0875879603683146	0.00326022023757932	NA	NA	NA
Chr01	10200000	mue0_bic1	18	0.0849547446390175	0.00748140928549638	0.374339987656981	1	0
Chr01	10300000	mue0_bic1	8	-0.125125154530859	0.0102759547556005	0.309051398337113	1	0
Chr01	10400000	mue0_bic1	13	-0.0562763247227884	0.0175311790851581	0.766931936376381	1	0
Chr01	10500000	mue0_bic1	7	-0.110053623898292	0.016796709787416	0.66396447467876	1	0
Chr01	10600000	mue0_bic1	9	-0.161779332336038	0.0370581238798573	NA	NA	NA
Chr01	10700000	mue0_bic1	13	-0.448677146657572	0.175280947792284	NA	NA	NA
Chr01	10800000	mue0_bic1	13	0.0256519433922851	0.000763300004366957	NA	NA	NA
Chr01	10900000	mue0_bic1	3	0.00428357571195721	1.32061200119859e-05	NA	NA	NA
Chr01	1.1e+07	mue0_bic1	1	-0.769107538442993	0.0940810610318281	0.425925925925926	1	0
Chr01	11100000	mue0_bic1	7	-0.203040311517202	0.0598771666566951	0.151398337112623	1	0
Chr01	11200000	mue0_bic1	57	-0.347907293971869	0.140672157044616	0.568231366522233	1	0
Chr01	11300000	mue0_bic1	12	0.078226773519224	0.019965354485639	0.788925536544584	1	0
Chr01	11400000	mue0_bic1	20	-0.044016002596451	0.00170300905975271	0.220563573057553	1	0
Chr01	11500000	mue0_bic1	8	0.0368894953543166	0.00217170740753622	0.81343537414966	1	0
Chr01	11600000	mue0_bic1	129	-0.235780904942721	0.0538338084541747	0.271522496015973	0.963152981622489	0
Chr01	11700000	mue0_bic1	39	-0.045207591577725	0.0061592330537964	0.587369865304899	1	0
Chr01	11800000	mue0_bic1	6	-0.0732853819275978	0.00183998717938309	0.560141093474427	1	0
Chr01	12100000	mue0_bic1	2	-0.0441898529699053	0.00055757347258035	NA	NA	NA
Chr01	12200000	mue0_bic1	164	0.0781465893468602	0.0711019188153395	0.598259691053421	1	0
Chr01	12300000	mue0_bic1	107	0.0873768732199215	0.048587025684319	0.418399984525594	1	0
Chr01	12400000	mue0_bic1	78	0.106207062790343	0.0204824928950307	0.799671297751544	1	0
Chr01	12500000	mue0_bic1	331	0.198736130886778	0.125941930272701	0.897524472646016	0.999945507152743	0
Chr01	12600000	mue0_bic1	121	0.290612843432612	0.16053212612539	0.813248939549881	1	0
Chr01	12700000	mue0_bic1	10	0.131034271042389	0.0356585015005118	0.628101116990006	1	0
Chr01	12800000	mue0_bic1	3	0.0807848097107206	0.00833410670582391	0.858465608465609	1	0
Chr01	12900000	mue0_bic1	4	-0.0980386892423656	0.0251496684149857	0.57120811287478	1	0
Chr01	1.3e+07	mue0_bic1	7	-0.0178670013158216	0.000179554062812591	0.779226505416982	1	0
Chr01	13100000	mue0_bic1	22	0.0199080973628897	0.000461708958996098	0.765774133505963	1	0
Chr01	13200000	mue0_bic1	165	-0.0470963047121443	0.00793924573625949	0.769189890162697	1	0
Chr01	13300000	mue0_bic1	63	0.229471545591055	0.123075174141424	0.791978086698907	1	0
Chr01	13400000	mue0_bic1	120	0.171584487988474	0.0427109226976238	0.891709823828559	1	0
Chr01	13500000	mue0_bic1	44	-0.00819183029361842	0.000532982771155345	0.867911102077985	1	0
Chr01	13600000	mue0_bic1	125	0.0732754603435194	0.0223077113595924	0.667389664978434	1	0
Chr01	13700000	mue0_bic1	154	0.0608320335901656	0.0620783453934468	0.918481244664837	1	0
Chr01	13800000	mue0_bic1	55	0.0797907449275385	0.0454080273987476	0.618306423354107	1	0
Chr01	13900000	mue0_bic1	62	-0.0467119173719427	0.0077680406653428	0.811715645445425	1	0
Chr01	1.4e+07	mue0_bic1	40	-0.0433426790602384	0.015226085694462	0.690325595247213	1	0
Chr01	14100000	mue0_bic1	52	-0.00190861492686731	8.27590319553863e-06	0.470674192381025	1	0
Chr01	14200000	mue0_bic1	20	0.065285284155162	0.0148876416888766	0.487590890807265	1	0
Chr01	14300000	mue0_bic1	27	0.0403334102609035	0.00784192630139902	0.069457634272449	0.999997168513452	0
Chr01	14400000	mue0_bic1	22	0.0222487559702367	0.00278522279559853	0.397235133051389	1	0
Chr01	14500000	mue0_bic1	212	-0.0156972432176734	0.0182172542965584	0.598887810646723	0.999999999999988	0
Chr01	14600000	mue0_bic1	198	0.00761691484607261	0.00178732969475994	0.121172404715249	0.961669043914274	0
Chr01	14700000	mue0_bic1	174	-0.0426573391739744	0.0106783426770402	0.185481710700111	0.988503762819466	1
Chr01	14800000	mue0_bic1	104	-0.0331967110120116	0.00665795382660171	0.402482550050785	1	0
Chr01	14900000	mue0_bic1	114	-0.0232062277780401	0.0194098522329249	0.0729500550516139	0.994394436611661	0
Chr01	1.5e+07	mue0_bic1	215	0.0605381458554511	0.04395747968837	0.127326862276202	0.965196602710133	1
Chr01	15100000	mue0_bic1	117	-0.0483541044551298	0.0180051194761483	0.290049918715386	0.999999999999994	0
Chr01	15200000	mue0_bic1	362	-0.000999051270665207	1.80349214637548e-05	0.39464387624509	0.706515257684784	13
Chr01	15300000	mue0_bic1	313	-0.0581006369773489	0.0299054889687116	0.367799685452028	0.860489495608565	1
Chr01	15400000	mue0_bic1	250	0.0121218496828454	0.0085313822115629	0.321533636627914	0.999902907440206	0
Chr01	15500000	mue0_bic1	113	-0.0601819752483605	0.0586464448505927	0.530255215294628	1	0
Chr01	15600000	mue0_bic1	35	0.0124265888987889	0.000969222478794815	0.793352180335549	1	0
Chr01	15700000	mue0_bic1	18	0.0374896875017071	0.00267050094417397	0.128767449524919	0.999999999999549	0
Chr01	15800000	mue0_bic1	2	0.137165963264986	0.046082750259067	NA	NA	NA
Chr01	15900000	mue0_bic1	3	0.131349896120435	0.0148955055165576	NA	NA	NA
Chr01	1.6e+07	mue0_bic1	100	0.0619478333190706	0.0128682009526142	0.0381135154303489	0.967672538552443	8
Chr01	16100000	mue0_bic1	180	0.0768568214892914	0.00513541194817982	0.213791140749858	0.823853931449982	33
Chr01	16200000	mue0_bic1	63	0.0177156265457414	0.00336806553677861	0.782503543017907	1	0
Chr01	16300000	mue0_bic1	7	-0.208350292260333	0.0635762405012145	0.497178130511464	1	0
Chr01	16400000	mue0_bic1	58	-0.00197561469598212	9.45386142742427e-06	0.226750037352903	0.999999999997275	0
Chr01	16500000	mue0_bic1	110	0.10490315658201	0.0374712484508968	0.332509744616084	0.99999999999692	0
Chr01	16600000	mue0_bic1	259	0.0970067499732012	0.0392919436288795	0.437005609853418	0.992959782745759	0
Chr01	16700000	mue0_bic1	241	0.0728906402234057	0.141280782506074	0.440899242091366	0.997597732541781	0
Chr01	16800000	mue0_bic1	145	0.0328819290000671	0.00910253790988495	0.520454466461892	0.99999999999996	0
Chr01	16900000	mue0_bic1	81	-0.0444910759930369	0.0461752715301528	0.151034222873938	0.999999999992948	0
Chr01	1.7e+07	mue0_bic1	157	-0.0235233558398024	0.0235034573565264	0.154408363779604	0.999986651183792	0
Chr01	17100000	mue0_bic1	171	0.0204647664727442	0.00324751585573733	0.527646057626361	1	0
Chr01	17200000	mue0_bic1	340	-0.0338655033438203	0.0415325317421727	0.569212055823976	0.930876057245861	0
Chr01	17300000	mue0_bic1	76	-0.0318445954625783	0.0170565317358284	0.721068055000708	1	0
Chr01	17400000	mue0_bic1	6	0.0174396526421452	0.000534016479796039	0.189506172839506	1	0
Chr01	17500000	mue0_bic1	6	0.127784816325935	0.0205391770679162	0.318827160493827	1	0
Chr01	17600000	mue0_bic1	183	0.0252728674804451	0.000843319124412693	0.35971139183965	0.992629629381571	0
Chr01	17700000	mue0_bic1	141	0.0271872026626077	0.00497657257087139	0.427393014888626	1	0
Chr01	17800000	mue0_bic1	83	-0.154434707276038	0.0460711464670154	0.382979955646385	1	0
Chr01	17900000	mue0_bic1	9	0.0604556814980393	0.0137962588119658	0.402342109683379	1	0
Chr01	1.8e+07	mue0_bic1	182	0.0867810716519356	0.059473388902106	0.260009894377408	0.999762115449474	0
Chr01	18100000	mue0_bic1	53	0.0013670994711815	4.42564879379209e-05	0.06656148004157	0.997218804967433	0
Chr01	18200000	mue0_bic1	80	0.0163381620242853	0.00669196960621242	0.04589099035814	0.98630316748636	0
Chr01	18300000	mue0_bic1	34	-0.00737911667991987	0.000262437513013395	0.438767220351709	1	0
Chr01	18400000	mue0_bic1	19	0.114732626100746	0.012091038951787	0.610436337368865	1	0
Chr01	18500000	mue0_bic1	19	0.184487386435432	0.0234740871572561	0.522461120575586	1	0
Chr01	18600000	mue0_bic1	21	-0.00238706980351433	5.77323044973062e-05	0.496666151840853	1	0
Chr01	18700000	mue0_bic1	68	0.0299406728176321	0.0135165561799786	0.751696626701156	1	0
Chr01	18800000	mue0_bic1	89	-0.091371924532491	0.00580007089707348	0.72720615032858	1	0
Chr01	18900000	mue0_bic1	57	-0.0235613236142839	0.00242692133812986	0.30735830003593	1	0
Chr01	1.9e+07	mue0_bic1	78	-0.00445282948244481	0.000469703337640713	0.221145638685725	1	0
Chr01	19100000	mue0_bic1	146	-0.0195327532252969	0.00332609933662387	0.586449827865738	1	0
Chr01	19200000	mue0_bic1	79	-0.0172245730439167	0.0037295792853267	0.359611528278112	1	0
Chr01	19300000	mue0_bic1	204	-0.32912166867146	0.140643477352647	0.391872808841072	0.964227405156108	0
Chr01	19400000	mue0_bic1	524	-0.0159157411990724	0.0225090080635296	0.258577293058151	0.0340944224373715	349
Chr01	19500000	mue0_bic1	763	-0.0193641953287173	0.0179328966980892	0.391147908323925	0.000409203077083885	377
Chr01	19600000	mue0_bic1	426	0.0164061236450439	0.0650379733938788	0.676033066576629	0.00311538137880365	188
Chr01	19700000	mue0_bic1	175	0.0352108530354168	0.0372978646985548	0.0436776147043287	0.928458658485579	5
Chr01	19900000	mue0_bic1	21	0.0378182654137112	0.0255975448440649	0.261837464030446	1	0
Chr01	2e+07	mue0_bic1	235	0.0560877215354469	0.0222149574283277	0.74804551742604	1	0
Chr01	20100000	mue0_bic1	333	0.0238389004863196	0.0206146358406256	0.679331826041296	0.9912545215791	0
Chr01	20200000	mue0_bic1	260	-0.211113114831559	0.0304277864660958	0.559075497671101	0.819881006241468	0
Chr01	20300000	mue0_bic1	162	-0.353182716571748	0.141515350591844	0.304357389715234	0.957581213567219	0
Chr01	20400000	mue0_bic1	53	-0.0691480847000122	0.0238535504940888	0.431002775674177	1	0
Chr01	20500000	mue0_bic1	65	0.136973041731906	0.0688980799659801	0.501717091993766	1	0
Chr01	20600000	mue0_bic1	9	-0.157195444730754	0.0403818274339252	0.481775426219871	1	0
Chr01	20700000	mue0_bic1	184	0.0180160179488006	0.0174191199929135	0.0944209758530376	0.991185550403504	0
Chr01	20800000	mue0_bic1	311	0.0756145445443598	0.133337996851575	0.258341778623547	0.856653678428721	0
Chr01	20900000	mue0_bic1	101	0.169891466008739	0.0320037802837388	0.296749984998539	0.999999546182728	0
Chr01	2.1e+07	mue0_bic1	124	-0.139257566893929	0.155835208454047	0.473454941466196	1	0
Chr01	21100000	mue0_bic1	279	0.0487387985252075	0.0125850749074206	0.316709684934054	0.926927722003374	0
Chr01	21200000	mue0_bic1	364	0.105495550259537	0.234848593482754	0.424365357716565	0.647729673357842	0
Chr01	21300000	mue0_bic1	480	-0.0370172573694161	0.221616240807358	0.610985557806124	3.03121234554429e-06	377
Chr01	21400000	mue0_bic1	631	-0.0485586214571158	0.261889322470651	0.603753204635853	2.75083062732242e-24	378
Chr01	21500000	mue0_bic1	302	-0.212325055949061	0.233987047302337	0.833816286310694	0.999999968236357	0
Chr01	21600000	mue0_bic1	143	-0.227810738792069	0.0656258218312604	0.709754948647066	1	0
Chr01	21700000	mue0_bic1	417	-0.00906686562572879	0.00127847359520769	0.701273676986433	0.117791499204939	159
Chr01	21800000	mue0_bic1	234	0.0444329842143662	0.00475611194561388	0.702593257830028	1	0
Chr01	21900000	mue0_bic1	274	-0.0351401597995598	0.123240378711006	0.472112609507904	0.999998497541127	0
Chr01	2.2e+07	mue0_bic1	296	0.0185428983771216	0.0449874143156865	0.382634952646311	0.997472186048776	0
Chr01	22100000	mue0_bic1	237	0.0184584862819697	0.0105447845584297	0.363004413962959	0.999993871269039	0
Chr01	22200000	mue0_bic1	210	0.0824979289971386	0.0124203992191084	0.257702217421443	0.859953769722622	4
Chr01	22300000	mue0_bic1	217	-0.0428116088720811	0.0462549763064039	0.500322358988781	0.999999999999987	0
Chr01	22400000	mue0_bic1	110	0.00531394935911134	0.00107995395428968	0.136522642252938	0.998689038012424	0
Chr01	22500000	mue0_bic1	170	-0.1294180743477	0.0811123702369973	0.295365812125067	0.999994962351354	0
Chr01	22600000	mue0_bic1	237	0.00969291513260668	0.00305751134877702	0.2996688405434	0.995273769739581	0
Chr01	22700000	mue0_bic1	560	0.0887715388702656	0.0421076642527727	0.225859730833783	0.140400193267975	216
Chr01	22800000	mue0_bic1	405	0.0705776113487952	0.0538097404377621	0.189203441673732	0.507399718393264	40
Chr01	22900000	mue0_bic1	155	-0.0489925056946352	0.0306549870677318	0.664275267500712	1	0
Chr01	2.3e+07	mue0_bic1	135	-0.0556934943205183	0.0334549870159733	0.618725973186819	1	0
Chr01	23100000	mue0_bic1	134	-0.054609592041082	0.0195827197507926	0.561895764498058	1	0
Chr01	23200000	mue0_bic1	59	0.0590595773344337	0.0251759618880574	0.278526061429345	1	0
Chr01	23300000	mue0_bic1	110	0.0187161661581171	0.00896798665934376	0.352242196508913	1	0
Chr01	23400000	mue0_bic1	309	-0.0211967985420848	0.0134272048978148	0.425477405158367	0.992106496898744	0
Chr01	23500000	mue0_bic1	27	-0.260925152274783	0.198376628764085	0.217181296070185	1	0
Chr01	23600000	mue0_bic1	20	-0.0587762325978874	0.0248284422302966	0.386280816745152	1	0
Chr01	23700000	mue0_bic1	59	0.494203522094931	0.107064122290051	0.346034062705726	1	0
Chr01	23800000	mue0_bic1	123	0.0339793019120927	0.00755414541590341	0.370201630403049	0.999999999997773	0
Chr01	23900000	mue0_bic1	267	0.0613904966692552	0.0704932789841208	0.084300331293852	0.7619379883425	4
Chr01	2.4e+07	mue0_bic1	74	0.0177207199728625	0.00369631126164214	0.117567269850413	0.997333935540133	0
Chr01	24100000	mue0_bic1	10	-0.112591419671207	0.0100265952650862	0.34109977324263	1	0
Chr01	24200000	mue0_bic1	9	0.0530728344775516	0.00153924188687279	0.454459561602419	1	0
Chr01	24300000	mue0_bic1	7	-0.0649723712362054	0.0118769730137899	0.376064499874024	1	0
Chr01	24400000	mue0_bic1	90	-0.00768317244029993	0.000377702948602893	0.538763184103946	1	0
Chr01	24500000	mue0_bic1	122	0.0163272975946701	0.00177040263215842	0.583383194583652	1	0
Chr01	24600000	mue0_bic1	61	-0.00895125781209164	0.000775737102380126	0.295314161113501	1	0
Chr01	24700000	mue0_bic1	55	0.124058254850457	0.175289590702109	0.175746343842492	0.999999999151159	0
Chr01	24800000	mue0_bic1	247	0.81637285702277	0.464063356912923	0.34139920315852	0.660913725955101	3
Chr01	24900000	mue0_bic1	118	0.033557577462797	0.0224522211626136	0.0330522441787597	0.948394669792283	1
Chr01	2.5e+07	mue0_bic1	173	0.607421593090923	0.531342603138911	0.233712122910901	0.949395060009243	0
Chr01	25100000	mue0_bic1	124	0.400531400143175	0.118688083144519	0.319893714204973	0.998567617655715	0
Chr01	25200000	mue0_bic1	47	0.611024827463564	0.21967416367315	0.356236964093036	1	0
Chr01	25300000	mue0_bic1	36	-0.140322828870747	0.139521440981115	0.491222493486733	1	0
Chr01	25400000	mue0_bic1	356	0.00997101664359421	0.00220043352266938	0.116654506745213	0.643395116441868	6
Chr01	25500000	mue0_bic1	434	-0.0207994839890781	0.00741306242578027	0.026508183525079	0.49064132339858	5
Chr01	25600000	mue0_bic1	339	-0.0297461858916081	0.013619136231276	0.177255765645955	0.643049089407559	1
Chr01	25700000	mue0_bic1	689	-0.00506495689308559	0.0120406110458503	0.402871585068821	3.55809732315566e-33	378
Chr01	25800000	mue0_bic1	823	0.0646889244743781	0.0553171210409085	0.436938396868252	1.42328955417099e-41	378
Chr01	25900000	mue0_bic1	288	-0.0828719118339633	0.123938013061586	0.352094764590938	0.973059960909251	0
Chr01	2.6e+07	mue0_bic1	13	-0.0544466507106906	0.0102275660648564	0.288160619509826	1	0
Chr01	26100000	mue0_bic1	58	-0.161578526158137	0.0394208070136465	0.373764508626528	1	0
Chr01	26200000	mue0_bic1	37	-0.15411700136578	0.0203528690300731	0.720625749139592	1	0
Chr01	26300000	mue0_bic1	87	-0.0978625721902952	0.0293240562731866	0.604284686981072	1	0
Chr01	26400000	mue0_bic1	72	-0.0433328384961131	0.0267525891090379	0.297561714962433	1	0
Chr01	26500000	mue0_bic1	118	-0.0270738028509227	0.0348214940936828	0.0485092537134041	0.981546898593783	0
Chr01	26600000	mue0_bic1	103	0.0232537784141718	0.00394963615744074	0.0525267750083309	0.970520084005898	5
Chr01	26700000	mue0_bic1	3	0.068101043715073	0.00170557932000778	0.524250440917108	1	0
Chr01	26800000	mue0_bic1	9	0.135028683297888	0.0278745378065847	0.641004241202654	1	0
Chr01	26900000	mue0_bic1	4	0.100797234627609	0.0137822708161217	0.100749559082892	0.999999999999999	0
Chr01	2.7e+07	mue0_bic1	9	0.0827298524697307	0.0225967846735199	0.0789609053497942	0.999999998480737	0
Chr01	27100000	mue0_bic1	10	-0.04826183137395	0.0188144431062813	0.0331275720164609	0.999624777037808	0
Chr01	27200000	mue0_bic1	18	0.0486969176769183	0.00968736759514388	0.31888937673835	1	0
Chr01	27300000	mue0_bic1	35	-0.0731726759195055	0.0113251568906057	0.31131729214221	1	0
Chr01	27400000	mue0_bic1	87	-0.0921129556154495	0.00914904502335794	0.388733646542239	1	0
Chr01	27500000	mue0_bic1	63	-0.0712374768127611	0.00408828360023687	0.49218587317017	1	0
Chr01	27600000	mue0_bic1	32	-0.0901812405301579	0.00416070651439669	0.62245089429148	1	0
Chr01	27700000	mue0_bic1	38	0.0773605947727412	0.014223048506796	0.430331130735833	1	0
Chr01	27800000	mue0_bic1	463	-0.0186506563639722	0.0103194059506593	0.171472839904408	0.117651620259621	25
Chr01	27900000	mue0_bic1	367	0.0224541336997532	0.00830351907796312	0.0929043074046362	0.526587534647821	15
