X.Chr01.	X.0.	X.ste0_bic1.	X.3.	X.0.0850089143067127.	X.0.00103304683087266.	NA_character_.	NA_character_..1	NA_character_..2
Chr01	2400000	ste0_bic1	8	-0.00955591568104903	0.000146952772177621	0.185641849332326	1	0
Chr01	2500000	ste0_bic1	22	0.286390222110918	0.0592245388364821	0.247946273287506	1	0
Chr01	2600000	ste0_bic1	20	-0.120236441855532	0.00457075799960736	0.555916731346728	1	0
Chr01	2700000	ste0_bic1	11	0.152278302708768	0.0301830965977618	0.774564427342205	1	0
Chr01	2800000	ste0_bic1	5	-0.0812773765913518	0.00931580017297267	0.166534391534392	1	0
Chr01	2900000	ste0_bic1	7	-0.350635459747521	0.0595940491043766	0.254157218442933	1	0
Chr01	3e+06	ste0_bic1	25	0.156927654079759	0.0740090015307238	0.572050388983974	1	0
Chr01	3100000	ste0_bic1	39	0.00600757203903599	0.000100173231070239	0.304226227646297	1	0
Chr01	3200000	ste0_bic1	137	0.0243539186382845	0.0042201348160961	0.338779682676619	0.9999999999659	0
Chr01	3300000	ste0_bic1	56	0.0466165572173789	0.0108428686010877	0.401322636092984	1	0
Chr01	3400000	ste0_bic1	172	0.0546646291467082	0.0271202016463797	0.427166317047809	0.999999999946818	0
Chr01	3500000	ste0_bic1	92	0.0282087123752777	0.00595869089298381	0.158316744837649	0.999995731792785	0
Chr01	3600000	ste0_bic1	148	-0.0596239386516351	0.00615448519207968	0.468751222404876	0.999999999999999	0
Chr01	3700000	ste0_bic1	158	0.00528554201513145	0.000889283523790392	0.325843223851449	0.999999999999994	0
Chr01	3800000	ste0_bic1	39	0.0415232028934455	0.00343414447336979	0.609849774605394	1	0
Chr01	3900000	ste0_bic1	138	0.063500332033036	0.00469276339211589	0.691671662973299	1	0
Chr01	4e+06	ste0_bic1	52	-0.0585361886479722	0.00897115416417654	0.197643706318359	0.999999999941596	0
Chr01	4100000	ste0_bic1	177	-0.14738469366875	0.0220319037373752	0.233513753046633	0.821741195190176	4
Chr01	4200000	ste0_bic1	107	0.00313802052332686	0.000117993568025069	0.465624178233715	1	0
Chr01	4300000	ste0_bic1	58	-0.0421223783814354	0.00435354998262857	0.30176941675223	1	0
Chr01	4500000	ste0_bic1	102	0.0433250327888973	0.00640256974886025	0.0645667512596264	0.972690476193106	7
Chr01	4600000	ste0_bic1	45	0.0794005931742685	0.0169459130076008	0.230694211136324	0.999999999999989	0
Chr01	4700000	ste0_bic1	32	0.000555802398107938	1.07415024656496e-05	0.158394329865258	1	0
Chr01	4800000	ste0_bic1	294	-0.00152763558480295	0.000138295615056548	0.426265933522576	0.999420562326862	0
Chr01	4900000	ste0_bic1	30	-0.0298445611696027	0.0197239782239748	0.280682013054755	1	0
Chr01	5e+06	ste0_bic1	201	0.0309794932301246	0.0181097565330918	0.0817183986537107	0.898434803418774	2
Chr01	5100000	ste0_bic1	260	0.0116381563811802	0.0130534710829929	0.143272903311419	0.974344001755609	0
Chr01	5200000	ste0_bic1	84	0.00910388928493204	0.00148486859997319	0.0850301423166731	0.999828074947612	0
Chr01	5300000	ste0_bic1	2	-0.0945285704707151	0.00344604819521317	NA	NA	NA
Chr01	5400000	ste0_bic1	6	0.018338686053415	0.000120860055333047	0.335802469135802	1	0
Chr01	5500000	ste0_bic1	38	-0.0771609602320785	0.012488152698487	0.136346165480573	0.999967778655545	0
Chr01	5600000	ste0_bic1	163	0.00852789905783334	0.00042402141323294	0.29009047722265	0.999981850173017	0
Chr01	5700000	ste0_bic1	95	0.0304548650405857	0.0134931714365311	0.218389919062995	0.999999999999317	0
Chr01	5800000	ste0_bic1	123	0.000560434245922287	2.14656225867993e-06	0.144473738415773	0.994268157446485	1
Chr01	5900000	ste0_bic1	100	0.195209940957933	0.047310623120836	0.299976847526858	0.999999935698484	0
Chr01	6e+06	ste0_bic1	308	-0.0107505350830759	0.00234930927951087	0.272141196851772	0.895202677658914	0
Chr01	6100000	ste0_bic1	243	0.0110807218923952	0.00238015288168974	0.235341978059896	0.992722046898047	0
Chr01	6200000	ste0_bic1	197	0.176217752991588	0.14815883916784	0.096624337011402	0.745995082936224	0
Chr01	6300000	ste0_bic1	181	0.192097007524649	0.169748404248828	0.193245084041824	0.989153625378754	0
Chr01	6400000	ste0_bic1	4	0.177702712684408	0.0360970084182351	0.180335097001764	1	0
Chr01	6500000	ste0_bic1	60	0.117803650641102	0.111209862367357	0.108152611690698	0.999999995045538	0
Chr01	6600000	ste0_bic1	130	0.325745689389041	0.097388287137891	0.315914795234828	0.999971927651	0
Chr01	6700000	ste0_bic1	82	0.414800365476922	0.11367040438796	0.456788244806372	1	0
Chr01	6800000	ste0_bic1	252	0.460412020123624	0.259522565742585	0.131513617306238	0.685790487943927	71
Chr01	6900000	ste0_bic1	189	0.315406570537675	0.355913697895653	0.139934807144986	0.846007224559406	0
Chr01	7e+06	ste0_bic1	204	0.0297269290882379	0.0533747662500482	0.0291352290109574	0.83271413644231	6
Chr01	7100000	ste0_bic1	246	0.0456608905451047	0.0172699439787124	0.109298308186855	0.776092594072198	8
Chr01	7200000	ste0_bic1	5	0.0475255446980843	0.00686701074588022	0.0804232804232804	0.99999999999979	0
Chr01	7300000	ste0_bic1	8	-0.0756018282344967	0.005942995755262	0.428026581002772	1	0
Chr01	7400000	ste0_bic1	36	-0.00102775513234528	8.78251012506879e-06	0.0888260683332744	0.999999981675393	0
Chr01	7500000	ste0_bic1	81	-0.0249072862956821	0.0440438711400047	0.0412343674159356	0.998508799140788	0
Chr01	7600000	ste0_bic1	117	0.00975120584631828	0.00122970512954166	0.113258486662767	0.999870123502603	0
Chr01	7700000	ste0_bic1	153	-0.00800519448127421	0.00913584768308555	0.079044944944206	0.999167526106117	0
Chr01	7800000	ste0_bic1	122	0.00309102386312019	0.000889235009656281	0.0164433876996802	0.905515674681817	1
Chr01	7900000	ste0_bic1	35	0.0781195606864407	0.0522543636544438	0.117407553717097	0.999999999971402	0
Chr01	8e+06	ste0_bic1	122	0.013273436255017	0.0119607510638574	0.0646782155648397	0.998744537141409	0
Chr01	8100000	ste0_bic1	100	-0.019652404492445	0.00296822044995146	0.0847269257779725	0.986158870919508	0
Chr01	8200000	ste0_bic1	209	0.0292084863460548	0.00248522356856952	0.10723152810812	0.938074835015726	14
Chr01	8300000	ste0_bic1	207	-0.0210668722784293	0.0131704121319314	0.0219042765703271	0.850465884449149	9
Chr01	8400000	ste0_bic1	122	0.0138588193840357	0.00596405680152268	0.0917670411412164	0.993083145959112	0
Chr01	8500000	ste0_bic1	74	-0.0482344020066058	0.00446216138062858	0.327952648537368	0.999999999999999	0
Chr01	8600000	ste0_bic1	153	-0.0309698999887576	0.00407282439077435	0.190758585390915	0.983088193765766	0
Chr01	8700000	ste0_bic1	11	0.00825870201791295	3.38707909745231e-05	0.141726791726792	0.999999999999997	0
Chr01	8900000	ste0_bic1	17	-0.013656196281634	0.00134886858595633	0.0288618248818996	0.998177929629557	0
Chr01	9e+06	ste0_bic1	2	0.0496166363307682	0.00698643511960349	0.0291005291005291	0.999976459093782	0
Chr01	9100000	ste0_bic1	3	-0.0139798438646855	0.00130294832494801	0.0163139329805996	0.997443586827712	0
Chr01	9200000	ste0_bic1	77	-0.0476070867529535	0.0235219413041521	0.0397234399054465	0.959541343562923	2
Chr01	9300000	ste0_bic1	129	-0.00243080787189657	0.000218040729684016	0.0184777168733715	0.923892309301415	2
Chr01	9400000	ste0_bic1	228	-0.0431391145098414	0.0360923691379511	0.113096762608088	0.974524496484504	2
Chr01	9500000	ste0_bic1	31	-0.429136072147043	0.0869416791842486	0.333021012961688	1	0
Chr01	9600000	ste0_bic1	18	-0.63406867764474	0.159093925001902	0.311733150050143	1	0
Chr01	9700000	ste0_bic1	68	-0.0573418497299695	0.00955712417280111	0.154302737987199	0.999990954442131	0
Chr01	9800000	ste0_bic1	62	-0.178519227778389	0.085098849407786	0.0970892994712699	0.987252795944048	0
Chr01	9900000	ste0_bic1	48	-0.0195893747659085	0.00232853950070516	0.110394866105857	0.999950960137911	0
Chr01	1e+07	ste0_bic1	114	-0.0695280095992461	0.0195132247595762	0.154704095295048	0.992174843194794	0
Chr01	10100000	ste0_bic1	15	-0.168084873454402	0.0508299129038855	0.503717674154182	1	0
Chr01	10200000	ste0_bic1	62	0.124030826589998	0.0279758324299318	0.12678073362307	0.997409379629884	0
Chr01	10300000	ste0_bic1	117	-0.0743627296934451	0.0143044150821772	0.13365558500754	0.964055500655937	0
Chr01	10400000	ste0_bic1	81	0.0814411182121884	0.0332318135742112	0.155923678098695	0.999991222391724	0
Chr01	10500000	ste0_bic1	46	-0.046399327877189	0.0223150731290539	0.170677976169549	0.999999999995876	0
Chr01	10600000	ste0_bic1	10	-0.21170709794001	0.039248050682596	NA	NA	NA
Chr01	10700000	ste0_bic1	28	0.129993929031237	0.0434951433180034	NA	NA	NA
Chr01	10800000	ste0_bic1	56	0.178205398292785	0.0455729313102131	NA	NA	NA
Chr01	10900000	ste0_bic1	32	0.0473348004173172	0.0172428184059133	0.0989777528008398	0.999999909389458	0
Chr01	1.1e+07	ste0_bic1	9	-0.0820224177204249	0.0252430465976678	0.131067859242462	1	0
Chr01	11100000	ste0_bic1	29	-0.0265297943671549	0.0172449937248386	0.0346362470062525	0.999311386473934	0
Chr01	11200000	ste0_bic1	88	-0.0793211208055668	0.0246837924295525	0.256711766020399	0.999999971846152	0
Chr01	11300000	ste0_bic1	212	-0.16230602391321	0.150075980074949	0.13075445043645	0.881113973712067	7
Chr01	11400000	ste0_bic1	156	-0.0204611415826363	0.00386188987389243	0.0737738073656504	0.954584638352518	12
Chr01	11500000	ste0_bic1	55	0.0310407059917928	0.00302669413476666	0.117956312098271	0.999877131146146	0
Chr01	11600000	ste0_bic1	47	0.0177415546114214	0.00127280088320027	0.145294311728979	0.999999972867117	0
Chr01	11700000	ste0_bic1	148	0.0323582490779853	0.00538213827998811	0.303668038000566	0.999704223138439	0
Chr01	11800000	ste0_bic1	39	-0.151310263509596	0.0108960131546198	0.337065955487008	1	0
Chr01	11900000	ste0_bic1	1	0.113293023668961	0.00327260916031277	NA	NA	NA
Chr01	12100000	ste0_bic1	49	0.0153041664682504	0.00106495401684939	0.107321809785576	0.999983127318246	0
Chr01	12200000	ste0_bic1	208	0.0734102685498952	0.0705061009483292	0.483285259601579	0.999999570415014	0
Chr01	12300000	ste0_bic1	298	0.0917469610442474	0.0843287306464498	0.273944502148007	0.894218698076051	3
Chr01	12400000	ste0_bic1	103	0.0745863604881524	0.0774763607668641	0.613201780360162	1	0
Chr01	12500000	ste0_bic1	444	0.161654008290164	0.137203687516124	0.735833604017952	0.0311044611028809	341
Chr01	12600000	ste0_bic1	223	0.117091962200048	0.102004066263317	0.397825281471051	0.999927560233532	0
Chr01	12700000	ste0_bic1	86	-0.0193130885441654	0.00481949704529346	0.14985222186361	0.999999999956185	0
Chr01	12800000	ste0_bic1	378	0.00614457717591075	0.0148325754617443	0.0187377132895462	0.494041449332206	0
Chr01	12900000	ste0_bic1	455	0.00480684542197822	0.0560944280659491	0.016464710830382	0.26543475413158	0
Chr01	1.3e+07	ste0_bic1	565	-0.00970255957615344	0.015630565508275	0.0293112811122642	0.19977792887722	27
Chr01	13100000	ste0_bic1	180	0.0172537551882352	0.00390350781826539	0.14472426467039	0.97291814547114	0
Chr01	13200000	ste0_bic1	441	0.032691913552357	0.0654493625372556	0.2701880762969	0.100707792937035	38
Chr01	13300000	ste0_bic1	236	0.0839918964973939	0.0895611598495782	0.324307448930128	0.997016972350171	0
Chr01	13400000	ste0_bic1	189	0.135572131957965	0.0828408923277761	0.384941789374953	0.99999999966058	0
Chr01	13500000	ste0_bic1	274	0.0992104081560984	0.114272965361822	0.282722306627254	0.960597271860583	0
Chr01	13600000	ste0_bic1	383	-0.00811630480238311	0.00183000323891532	0.219729623430615	0.464769348390733	9
Chr01	13700000	ste0_bic1	337	-0.000410299852681096	8.60118346013964e-06	0.411557612787602	0.905689597330445	0
Chr01	13800000	ste0_bic1	193	-0.0408402267947224	0.0188747669491666	0.242500212559956	0.996954666624019	0
Chr01	13900000	ste0_bic1	161	0.032451493644473	0.00124895745509728	0.422349918813607	0.999998649534245	0
Chr01	1.4e+07	ste0_bic1	170	0.0208523574520781	0.00194503064950889	0.33378724893583	0.99987318479009	0
Chr01	14100000	ste0_bic1	68	-0.0709466555348748	0.0157929619929401	0.450667544363033	1	0
Chr01	14200000	ste0_bic1	103	0.0105822534166662	0.0040506636700849	0.243817465254766	1	0
Chr01	14300000	ste0_bic1	87	-0.0265659051963719	0.0158309360948497	0.020176760017082	0.974370776069273	4
Chr01	14400000	ste0_bic1	143	-0.108482562120509	0.0996210021013499	0.249434258889987	0.999688330600929	0
Chr01	14500000	ste0_bic1	165	-0.0549495297888286	0.0431524682699514	0.785627506632423	1	0
Chr01	14600000	ste0_bic1	124	-0.00366165008347001	0.000547079982241161	0.213450916777299	0.999999999965023	0
Chr01	14700000	ste0_bic1	397	0.0137570067522669	0.0193325887055063	0.0827829452216586	0.439623503488035	5
Chr01	14800000	ste0_bic1	243	-0.0303931418935855	0.0333926428686187	0.163952502148443	0.980102179354759	0
Chr01	14900000	ste0_bic1	110	-0.0459572260496545	0.0905797102269921	0.0716073284918651	0.999404534973103	0
Chr01	1.5e+07	ste0_bic1	107	0.0244682194726263	0.0231616506101009	0.0884121615017283	0.998409577726229	0
Chr01	15100000	ste0_bic1	89	-0.0121068024797756	0.00481417413037463	0.216720301093435	0.999999999999994	0
Chr01	15200000	ste0_bic1	254	-0.0114616223158054	0.00249046763847143	0.500547744053997	0.998819013005821	0
Chr01	15300000	ste0_bic1	105	-0.202151426231961	0.151583271626862	0.555834872293363	1	0
Chr01	15400000	ste0_bic1	203	0.0377225685731464	0.0401120098615224	0.336311186212137	0.999999704709061	0
Chr01	15500000	ste0_bic1	190	-0.0120378542503928	0.00684061572937374	0.314203415136107	0.999999997660042	0
Chr01	15600000	ste0_bic1	104	0.00193610667825133	9.51556811838047e-05	0.194969347480021	0.999996381069539	0
Chr01	15700000	ste0_bic1	26	-0.0129532099568189	0.000225385678717572	0.22135093683874	1	0
Chr01	15900000	ste0_bic1	1	-1.17942541827892e-15	0.499576566236015	NA	NA	NA
Chr01	1.6e+07	ste0_bic1	18	0.0740568444518938	0.0236217532830835	0.0369153525607774	0.997831565453836	0
Chr01	16100000	ste0_bic1	171	0.0676303302751463	0.0038358514935402	0.265348368168594	0.836988831164423	0
Chr01	16200000	ste0_bic1	45	0.00617751278152573	0.000425274966299982	0.312418655598375	1	0
Chr01	16300000	ste0_bic1	151	-0.00944599624255824	0.000386308238257572	0.156596751743483	0.978730799719159	0
Chr01	16400000	ste0_bic1	74	0.0590225059752404	0.00806701988842722	0.222513427688336	0.999999982454975	0
Chr01	16500000	ste0_bic1	23	-0.0242182019564634	0.00194881520513304	0.185818590630893	1	0
Chr01	16600000	ste0_bic1	159	0.160936247689508	0.159194344042789	0.378818895720528	0.999999999976671	0
Chr01	16700000	ste0_bic1	183	0.0276646767892136	0.0212449880405303	0.501925086797532	1	0
Chr01	16800000	ste0_bic1	181	-0.00633669998354528	0.00121713407914305	0.328396186909708	0.99999999995351	0
Chr01	16900000	ste0_bic1	115	-0.0343581299249527	0.0765787230072784	0.0956193216555129	0.999992841427662	0
Chr01	1.7e+07	ste0_bic1	171	-0.0886482450204932	0.176651415992806	0.165794427059598	0.999791548846062	0
Chr01	17100000	ste0_bic1	272	-0.160122386552606	0.212679963836129	0.361463806309209	0.948131138381446	0
Chr01	17200000	ste0_bic1	469	-0.0425511041836897	0.0666300725807164	0.469549660113483	0.00678352829350105	256
Chr01	17300000	ste0_bic1	266	0.0128730799210907	0.00564027189582627	0.237021166758261	0.993042173404662	0
Chr01	17400000	ste0_bic1	9	0.0091939057790529	0.000133278624584523	0.252948895607626	1	0
Chr01	17500000	ste0_bic1	8	0.0497924422364336	0.00677164390607204	0.219472789115646	1	0
Chr01	17600000	ste0_bic1	167	0.0378890542504044	0.00269293160192279	0.310474740862055	0.997248361706576	0
Chr01	17700000	ste0_bic1	176	0.0452045014292355	0.0164555929055696	0.350127136233433	0.999999988387557	0
Chr01	17800000	ste0_bic1	159	0.114619680971833	0.0985442819688479	0.171127150496892	0.986098061134725	0
Chr01	17900000	ste0_bic1	103	0.00502819960068156	0.000331573307505427	0.362506675824486	1	0
Chr01	1.8e+07	ste0_bic1	258	0.0491921072823243	0.0564215993305002	0.17966400375476	0.946570514113707	0
Chr01	18100000	ste0_bic1	10	-0.0765402791230989	0.00862637002103177	0.700723314016965	1	0
Chr01	18200000	ste0_bic1	24	0.00993711402980942	0.000700137802203443	0.0635322340032485	0.999828937503906	0
Chr01	18300000	ste0_bic1	19	-0.250399878863875	0.0528032653918031	0.281254322716741	1	0
Chr01	18400000	ste0_bic1	2	0.0286196455162677	0.00274805840893271	NA	NA	NA
Chr01	18500000	ste0_bic1	5	-0.0500910794741974	0.00874133842926447	0.105599647266314	1	0
Chr01	18600000	ste0_bic1	4	0.0196742220944207	0.00195887389881733	0.0158730158730159	0.995790426184095	0
Chr01	18700000	ste0_bic1	99	0.00770931459138903	0.0119543738863418	0.390115713457092	1	0
Chr01	18800000	ste0_bic1	126	-0.00296362057436758	0.0042560763062312	0.420389459986991	1	0
Chr01	18900000	ste0_bic1	96	-0.0158690056626051	0.00214903691751352	0.256766032386226	0.999999999999917	0
Chr01	1.9e+07	ste0_bic1	177	-0.0120622933361846	0.0165534203139569	0.107004837163304	0.999062002792825	0
Chr01	19100000	ste0_bic1	145	-0.0392868277891834	0.0200288712165909	0.508396066505199	1	0
Chr01	19200000	ste0_bic1	107	0.0182725591859334	0.00454810745700905	0.233580096895417	0.999999999998749	0
Chr01	19300000	ste0_bic1	132	-0.272644398384784	0.0929793008813944	0.501987026754044	1	0
Chr01	19400000	ste0_bic1	513	-0.00229737737992543	0.000177371613593214	0.305126791659652	0.0192235622661747	226
Chr01	19500000	ste0_bic1	573	0.0707672322155305	0.0751715389010636	0.529521982144942	0.00264630688088987	376
Chr01	19600000	ste0_bic1	461	0.0105374797340187	0.0188396147307492	0.642998158787122	0.00258220517669488	377
Chr01	19700000	ste0_bic1	119	-0.14501114389636	0.0223982831854819	0.434412289608414	1	0
Chr01	19800000	ste0_bic1	146	0.0156984109818728	0.00352235691998063	0.129777208548564	0.998342589131465	0
Chr01	19900000	ste0_bic1	48	0.120207747841525	0.0857652639888247	0.348191924162351	1	0
Chr01	2e+07	ste0_bic1	143	0.0772406881979117	0.0581855005399553	0.581094600766792	1	0
Chr01	20100000	ste0_bic1	194	0.0056017918953412	0.00152092224018661	0.555171779700734	1	0
Chr01	20200000	ste0_bic1	346	-0.102740618522889	0.0256454468411268	0.330010612358551	0.560442034566422	65
Chr01	20300000	ste0_bic1	159	-0.0716879890532327	0.0321832581116389	0.205673732916377	0.99967496268152	0
Chr01	20400000	ste0_bic1	43	-0.0313234922244111	0.00540205765290633	0.476075438657678	1	0
Chr01	20500000	ste0_bic1	52	0.0582847498014627	0.0195344945410703	0.690785177284789	1	0
Chr01	20600000	ste0_bic1	44	-0.381699961795172	0.123463762333374	0.403765473867843	1	0
Chr01	20700000	ste0_bic1	195	0.00909841630232948	0.00602929786587708	0.101487635119671	0.994681941122151	0
Chr01	20800000	ste0_bic1	285	0.0918499311277268	0.139514322553056	0.141737566263179	0.78979767153039	3
Chr01	20900000	ste0_bic1	160	0.149991075717499	0.0287047440469656	0.218755719038893	0.894978536732852	1
Chr01	2.1e+07	ste0_bic1	145	-0.0734137825434667	0.0515621680482135	0.447472348881911	1	0
Chr01	21100000	ste0_bic1	434	0.0333862808506403	0.0108828905357898	0.21638454617145	0.303329196938134	41
Chr01	21200000	ste0_bic1	278	0.00673830847401974	0.0237206046582064	0.425298364639169	0.999918569516896	0
Chr01	21300000	ste0_bic1	293	0.0134238903896469	0.0690876927811997	0.625127436803107	0.999999945104136	0
Chr01	21400000	ste0_bic1	366	0.0166150576216295	0.152147591099004	0.575079653838499	0.75298081858974	0
Chr01	21500000	ste0_bic1	343	0.010236050465918	0.0369644868159759	0.264713314467752	0.838242016351676	0
Chr01	21600000	ste0_bic1	269	-0.0970256761288202	0.0521750234037597	0.400816530007935	0.993384444989116	0
Chr01	21700000	ste0_bic1	547	0.0583871543785081	0.229968827277321	0.473758227891265	5.02866649696132e-05	376
Chr01	21800000	ste0_bic1	371	-0.0968006770410243	0.0229042109008214	0.472472291607778	0.462449682054346	72
Chr01	21900000	ste0_bic1	329	-0.042947661231757	0.189506737853725	0.411326383702734	0.963142190673524	0
Chr01	2.2e+07	ste0_bic1	369	0.0134831024966412	0.0440852768874588	0.370551306147887	0.622829980073992	0
Chr01	22100000	ste0_bic1	281	-0.0289596188189617	0.0246356376700546	0.336078294808975	0.993929143406455	0
Chr01	22200000	ste0_bic1	231	0.0403592131568216	0.00557865683067411	0.258613496940211	0.907222059234408	1
Chr01	22300000	ste0_bic1	209	-0.00359805692259692	0.000622240302745969	0.450851617740052	0.99999999999998	0
Chr01	22400000	ste0_bic1	201	-0.0358429627105949	0.0312781225052456	0.176931619195475	0.994192720852496	1
Chr01	22500000	ste0_bic1	237	-0.0743984236355781	0.0666947267605313	0.18795392032311	0.957947845634657	0
Chr01	22600000	ste0_bic1	506	-0.00936621907240897	0.00485712321733107	0.155772426108	0.0568480107699237	75
Chr01	22700000	ste0_bic1	673	0.0619853430272624	0.056093742210744	0.167842511142397	0.0621591028097716	290
Chr01	22800000	ste0_bic1	262	0.0697107625641391	0.0551466418670327	0.230544415565996	0.923281069103046	8
Chr01	22900000	ste0_bic1	120	0.00681899441982606	0.00118579244816362	0.714200518028496	1	0
Chr01	2.3e+07	ste0_bic1	137	0.00138162627383892	0.000111218186687421	0.488713502571442	1	0
Chr01	23100000	ste0_bic1	147	-0.0333369602120548	0.00975418246611624	0.606736840346339	1	0
Chr01	23200000	ste0_bic1	97	0.00472365023253876	0.000183450367282922	0.32605062547748	1	0
Chr01	23300000	ste0_bic1	75	-0.0708294891142839	0.0558524553198125	0.525952233014977	1	0
Chr01	23400000	ste0_bic1	244	-0.0103681087620894	0.00805104715116149	0.393183427886825	0.999999860224614	0
Chr01	23500000	ste0_bic1	88	-0.212822171895802	0.17330712802373	0.194345320865636	0.999999998968243	0
Chr01	23600000	ste0_bic1	51	-0.0992983995267131	0.0615278666725633	0.287605024275313	1	0
Chr01	23700000	ste0_bic1	121	0.107997735326803	0.0907016631611606	0.173406777270773	0.999996903194743	0
Chr01	23800000	ste0_bic1	272	-0.206893126992423	0.16451829940188	0.317671960906624	0.847607565640351	0
Chr01	23900000	ste0_bic1	238	0.038183004378941	0.00665829284589684	0.121646328960423	0.869745813625252	24
Chr01	2.4e+07	ste0_bic1	185	-0.0188010098866798	0.0212240692983562	0.050110798224154	0.963135875738641	5
Chr01	24100000	ste0_bic1	24	-0.0452790134361771	0.0394566519794677	0.0699811508558921	0.999999998078912	0
Chr01	24200000	ste0_bic1	30	-0.0496570787639855	0.00313120758030648	0.221272259435916	1	0
Chr01	24300000	ste0_bic1	29	0.191634654398952	0.0993643084648393	0.158030819383675	0.999999999999988	0
Chr01	24400000	ste0_bic1	190	0.011580288040478	0.00209251285409187	0.299825393803038	0.999998679791492	0
Chr01	24500000	ste0_bic1	173	-0.049076214129906	0.0225463084205799	0.394769451099375	0.999999999990612	0
Chr01	24600000	ste0_bic1	62	0.206102469308615	0.148490417164678	0.349147994735698	1	0
Chr01	24700000	ste0_bic1	408	0.00948389104340048	0.00275852691103699	0.318035062122317	0.196685848817529	3
Chr01	24800000	ste0_bic1	181	0.442333765282089	0.221932954594693	0.168771248430695	0.725160530256966	0
Chr01	24900000	ste0_bic1	66	0.0962567796726321	0.168376168991906	0.0520340332393592	0.997611683657568	0
Chr01	2.5e+07	ste0_bic1	415	0.483645645152623	0.582307181594726	0.179467441508986	0.459588446307597	170
Chr01	25100000	ste0_bic1	203	0.323553845695263	0.139768491844828	0.237566396949773	0.839481712517544	33
Chr01	25200000	ste0_bic1	358	0.00397947672017807	0.000215491626172596	0.0969722284103461	0.573382047804494	32
Chr01	25300000	ste0_bic1	187	-0.0650391018430039	0.0550201013264399	0.17965736576545	0.988164838603875	1
Chr01	25400000	ste0_bic1	537	0.0383594721357553	0.0365087505034375	0.0952654713665799	0.224112748443362	120
Chr01	25500000	ste0_bic1	873	-0.0177590181473009	0.0260449347993053	0.0146185498994857	0.158584340775847	83
Chr01	25600000	ste0_bic1	320	-0.157751147694147	0.185187287675235	0.213724701823328	0.631118080409245	5
Chr01	25700000	ste0_bic1	733	-0.16624172176027	0.280715940622342	0.518182856732846	3.61834033508092e-52	378
Chr01	25800000	ste0_bic1	794	0.0739081947791596	0.0561557612400086	0.452702019915027	5.61816397161709e-34	378
Chr01	25900000	ste0_bic1	232	-0.0883574778722038	0.118249444087613	0.40168345834683	0.999989026645728	0
Chr01	2.6e+07	ste0_bic1	40	-0.0766666611629253	0.031958255915614	0.284668101076155	1	0
Chr01	26100000	ste0_bic1	87	-0.464418011255109	0.147322809742985	0.55070723941816	1	0
Chr01	26200000	ste0_bic1	101	-0.299250517242851	0.130077091107328	0.408631180303876	1	0
Chr01	26300000	ste0_bic1	197	-0.0941835197061186	0.0863642007353793	0.324964839868443	0.999765073021848	0
Chr01	26400000	ste0_bic1	53	0.0273907369484599	0.00455037591532331	0.422294696997021	1	0
