X.Chr01.	X.1100000.	X.ste0_bic1.	X.40.	X..0.1759357390395.	X.0.0276366181446656.	X.0.317720238835527.	X.0.205128205128205.	X.0.0265638061144134.	X.1.	X.0.209256346469237.
Chr01	4100000	ste0_bic1	177	-0.14738469366875	0.0234665571727847	0.233513753046633	0.150568181818182	0.0109944749337589	50	0.190236878780573
Chr01	4200000	ste0_bic1	107	0.00313802052332702	0.000174211803824435	0.465624178233715	0.467289719626168	0.296223977973604	0	0.0470093242812532
Chr01	4300000	ste0_bic1	58	-0.0421223783814352	0.00558124347924982	0.30176941675223	0.280701754385965	0.160564416170031	0	0.111484481509329
Chr01	4500000	ste0_bic1	102	0.0433250327888973	0.0112060248983618	0.0645667512596264	0.0441176470588236	0.187060399539196	7	0.0809245189189395
Chr01	4600000	ste0_bic1	45	0.0794005931742684	0.0257856882402888	0.230694211136324	0.211111111111111	0.16721146717999	1	0.0977690512647546
Chr01	4700000	ste0_bic1	32	0.000555802398107985	1.33280254972587e-05	0.158394329865258	0.161290322580645	0.356345583554803	0	0.030102635961011
Chr01	4800000	ste0_bic1	294	-0.00152763558480304	0.00021015142132158	0.426265933522576	0.427835051546392	0.351419810925089	0	0.0208363007907363
Chr01	4900000	ste0_bic1	30	-0.0298445611696029	0.026974434231009	0.280682013054755	0.283333333333333	0.381134193289829	0	0.0359299028563018
Chr01	5e+06	ste0_bic1	201	0.0309794932301246	0.0270413131231526	0.0817183986537107	0.0729166666666667	0.128031147085911	1	0.0372500996085905
Chr01	5100000	ste0_bic1	260	0.0116381563811803	0.0165745698290755	0.143272903311419	0.142857142857143	0.292297823694841	0	0.0178743424163422
Chr01	5200000	ste0_bic1	84	0.00910388928493206	0.00172123516203346	0.0850301423166731	0.0844155844155844	0.19308049370572	0	0.0433884245023737
Chr01	5500000	ste0_bic1	38	-0.0771609602320784	0.0132357792301361	0.136346165480573	0.0675675675675675	0.0844304980757308	1	0.132614155513657
Chr01	5600000	ste0_bic1	163	0.00852789905783337	0.000499003660519068	0.29009047722265	0.304457320305991	0.107956638942355	0	0.0754843992673184
Chr01	5700000	ste0_bic1	95	0.0304548650405855	0.0221175954264074	0.218389919062995	0.216666666666667	0.259027185158353	0	0.0404906494027565
Chr01	5800000	ste0_bic1	123	0.000560434245922345	2.34050974225728e-06	0.144473738415773	0.132231404958678	0.135950563692724	3	0.0724329972650032
Chr01	5900000	ste0_bic1	100	0.195209940957932	0.058161337791182	0.299976847526858	0.266818181818182	0.0785311473500711	18	0.160048553791859
Chr01	6e+06	ste0_bic1	308	-0.0107505350830758	0.00297742247528898	0.272141196851772	0.271196013289037	0.200790741505201	0	0.0389562251658729
Chr01	6100000	ste0_bic1	243	0.0110807218923951	0.00259912757125395	0.235341978059896	0.239478859390364	0.199644912826875	0	0.0429755332879995
Chr01	6200000	ste0_bic1	197	0.176217752991588	0.181604893715512	0.096624337011402	0.0423280423280423	0.000953915814662803	15	0.0817622629905227
Chr01	6300000	ste0_bic1	181	0.192097007524648	0.206449622173799	0.193245084041824	0.205173121232206	0.0799849169217831	12	0.0835950517679629
Chr01	6500000	ste0_bic1	60	0.117803650641101	0.15867718892499	0.108152611690698	0.1	0.161714420893312	0	0.0584747694033081
Chr01	6600000	ste0_bic1	130	0.32574568938904	0.103962109481227	0.315914795234828	0.249273255813953	0.0145049818797402	48	0.199759827158867
Chr01	6700000	ste0_bic1	82	0.414800365476923	0.120706840874483	0.456788244806372	0.39375	0.0371843007402995	40	0.236069677235808
Chr01	6800000	ste0_bic1	252	0.460412020123624	0.298688910347543	0.131513617306238	0.032520325203252	0.0751778904044581	110	0.166572813734241
Chr01	6900000	ste0_bic1	189	0.315406570537674	0.374912659977298	0.139934807144986	0.132432432432432	0.0967464818460845	48	0.101852736348044
Chr01	7e+06	ste0_bic1	204	0.0297269290882378	0.0760324981536971	0.0291352290109574	0.0226130653266331	0.228903816766161	3	0.0213165754097592
Chr01	7100000	ste0_bic1	246	0.0456608905451048	0.0215854222354136	0.109298308186855	0.0907172995780591	0.091472811184134	22	0.0614513065440934
Chr01	7400000	ste0_bic1	36	-0.00102775513234528	1.68512159615114e-05	0.0888260683332744	0.0853174603174604	0.258353748287384	0	0.0495040863708898
Chr01	7500000	ste0_bic1	81	-0.0249072862956822	0.0503835312045852	0.0412343674159356	0.0375	0.289507331737859	0	0.0219406318002521
Chr01	7600000	ste0_bic1	117	0.0097512058463183	0.00137401316261981	0.113258486662767	0.0948275862068965	0.117571100330278	0	0.0520151548348627
Chr01	7700000	ste0_bic1	153	-0.00800519448127414	0.0119615290580595	0.079044944944206	0.0784313725490196	0.350410100778757	0	0.0144725665485209
Chr01	7800000	ste0_bic1	122	0.00309102386312024	0.00182751472115332	0.0164433876996802	0.0122950819672131	0.343301546678099	0	0.014296803023018
Chr01	7900000	ste0_bic1	35	0.0781195606864408	0.0741354784059951	0.117407553717097	0.109375	0.279590517854269	0	0.0567301279196453
Chr01	8e+06	ste0_bic1	122	0.0132734362550171	0.0148109838677055	0.0646782155648397	0.0661157024793388	0.258645019000658	0	0.0215654453779989
Chr01	8100000	ste0_bic1	100	-0.019652404492445	0.00468482409926377	0.0847269257779725	0.07	0.179226966448711	2	0.0567722449034519
Chr01	8200000	ste0_bic1	209	0.0292084863460549	0.00310717357304102	0.10723152810812	0.0808823529411765	0.136286287076704	9	0.103608005131504
Chr01	8300000	ste0_bic1	207	-0.0210668722784292	0.0224233579961619	0.0219042765703271	0.00984014295373322	0.158878920158927	9	0.0278174140421528
Chr01	8400000	ste0_bic1	122	0.0138588193840357	0.00866806507694185	0.0917670411412164	0.0909090909090909	0.266087439511178	0	0.0294328400964227
Chr01	8500000	ste0_bic1	74	-0.0482344020066054	0.0064967064563543	0.327952648537368	0.351351351351351	0.128491407424149	8	0.118325212823685
Chr01	8600000	ste0_bic1	153	-0.0309698999887576	0.00666646312083273	0.190758585390915	0.171052631578948	0.124362174637764	4	0.0749996229752177
Chr01	9200000	ste0_bic1	77	-0.0476070867529533	0.0430509817407533	0.0397234399054465	0.0266666666666667	0.272428878887178	5	0.0453677346561946
Chr01	9300000	ste0_bic1	129	-0.00243080787189653	0.000435870383817135	0.0184777168733715	0.0155038759689923	0.327773917754832	1	0.0230217838156569
Chr01	9400000	ste0_bic1	228	-0.0431391145098414	0.0629621804413047	0.113096762608088	0.108888888888889	0.273415707448766	2	0.0339936942798709
Chr01	9500000	ste0_bic1	31	-0.429136072147043	0.130789739182542	0.333021012961688	0.274193548387097	0.093182640386855	9	0.234625495450979
Chr01	9700000	ste0_bic1	68	-0.0573418497299693	0.0125664845837033	0.154302737987199	0.126865671641791	0.177126168871801	7	0.101142064613851
Chr01	9800000	ste0_bic1	62	-0.178519227778388	0.0891482948651607	0.0970892994712699	0.05	0.146195461415736	12	0.11822123635242
Chr01	9900000	ste0_bic1	48	-0.0195893747659083	0.00331779343662525	0.110394866105857	0.103594080338266	0.219970744443854	0	0.0672454525658267
Chr01	1e+07	ste0_bic1	114	-0.0695280095992459	0.0234742815183185	0.154704095295048	0.130630630630631	0.114259560321831	3	0.0897285522013235
Chr01	10200000	ste0_bic1	62	0.124030826589998	0.034447183537571	0.12678073362307	0.075	0.114086609023978	11	0.132135586364176
Chr01	10300000	ste0_bic1	117	-0.0743627296934452	0.0233815689499335	0.13365558500754	0.110619469026549	0.063453442291898	13	0.0961580209056885
Chr01	10400000	ste0_bic1	81	0.0814411182121883	0.0427254803397032	0.155923678098695	0.123456790123456	0.112040882229052	0	0.0779053474485382
Chr01	10500000	ste0_bic1	46	-0.046399327877189	0.032312819996105	0.170677976169549	0.166666666666667	0.301885494631361	0	0.0510377213754225
Chr01	10700000	ste0_bic1	28	0.129993929031237	0.0434951433180034	0.107594714702439	0.0714285714285714	0.141994358508734	0	0.122597474208284
Chr01	10800000	ste0_bic1	56	0.178205398292785	0.045572931310213	0.18981073415226	0.141428571428572	0.0840749111840289	12	0.164770995565703
Chr01	10900000	ste0_bic1	32	0.0473348004173174	0.0190636462752979	0.0989777528008398	0.0806451612903226	0.240239336572437	0	0.0677867141178859
Chr01	11100000	ste0_bic1	29	-0.0265297943671549	0.0254455170224164	0.0346362470062525	0.0344827586206897	0.421942793291477	0	0.0328848043019379
Chr01	11200000	ste0_bic1	88	-0.0793211208055666	0.0342336279122256	0.256711766020399	0.25962309542903	0.154693956034716	1	0.0847675042884667
Chr01	11300000	ste0_bic1	212	-0.162306023913209	0.202134877633921	0.13075445043645	0.111679079214624	0.120354652942629	9	0.0713807371435734
Chr01	11400000	ste0_bic1	156	-0.0204611415826363	0.00608337306755305	0.0737738073656504	0.0612903225806452	0.221357260079425	10	0.0518710038523584
Chr01	11500000	ste0_bic1	55	0.0310407059917927	0.00512070799913293	0.117956312098271	0.08	0.136921049054776	0	0.0857696429798746
Chr01	11600000	ste0_bic1	47	0.0177415546114212	0.00186945763903829	0.145294311728979	0.130434782608696	0.197904270203234	0	0.0811336241386894
Chr01	11700000	ste0_bic1	148	0.0323582490779854	0.00642168581599239	0.303668038000566	0.303990610328638	0.16675054981422	3	0.0798412825231604
Chr01	11800000	ste0_bic1	39	-0.151310263509595	0.0184065108057572	0.337065955487008	0.282051282051282	0.085237681573608	7	0.220520856345406
Chr01	12100000	ste0_bic1	49	0.0153041664682502	0.00136334316102095	0.107321809785576	0.0833333333333333	0.1870980597626	3	0.0819547456545297
Chr01	12200000	ste0_bic1	208	0.0734102685498955	0.11570981405695	0.483285259601579	0.487980769230769	0.25332616590475	3	0.042671580879937
Chr01	12300000	ste0_bic1	298	0.0917469610442473	0.107658509915773	0.273944502148007	0.282094594594595	0.158121762311787	5	0.055288463834127
Chr01	12400000	ste0_bic1	103	0.0745863604881521	0.137029379329076	0.613201780360162	0.622549019607843	0.301583587913506	0	0.0398400237192774
Chr01	12500000	ste0_bic1	444	0.161654008290164	0.150619885369382	0.735833604017952	0.752318719531835	0.191466867865936	4	0.0823592416420121
Chr01	12600000	ste0_bic1	223	0.117091962200047	0.12490607310423	0.397825281471051	0.401345291479821	0.317043924082923	5	0.0655092042744062
Chr01	12700000	ste0_bic1	86	-0.0193130885441654	0.00559174463268342	0.14985222186361	0.164705882352941	0.186863050743601	0	0.0510675572656157
Chr01	12800000	ste0_bic1	378	0.00614457717591074	0.0256431588991199	0.0187377132895462	0.0161290322580645	0.297000343540097	0	0.00758705547144145
Chr01	12900000	ste0_bic1	455	0.00480684542197823	0.0936151906699166	0.016464710830382	0.0175824175824176	0.30947366420233	0	0.00310637592025873
Chr01	1.3e+07	ste0_bic1	565	-0.00970255957615349	0.0268863911656742	0.0293112811122642	0.0275074638146706	0.259404938227317	1	0.011700032805138
Chr01	13100000	ste0_bic1	180	0.0172537551882354	0.00556256946332095	0.14472426467039	0.142441860465117	0.175995741338524	0	0.0457417657707467
Chr01	13200000	ste0_bic1	441	0.0326919135523569	0.0862072141046341	0.2701880762969	0.267361111111111	0.257857044519098	0	0.0220158549033385
Chr01	13300000	ste0_bic1	236	0.0839918964973937	0.110334998278313	0.324307448930128	0.327586206896551	0.162077398700035	1	0.0499974389776064
Chr01	13400000	ste0_bic1	189	0.135572131957964	0.0976622585538711	0.384941789374953	0.412234042553191	0.101698019647234	10	0.0857776337347555
Chr01	13500000	ste0_bic1	274	0.0992104081560982	0.172580357749833	0.282722306627254	0.291181330028913	0.15267855286134	0	0.0472202814866702
Chr01	13600000	ste0_bic1	383	-0.00811630480238308	0.00270314469308285	0.219729623430615	0.219867935385177	0.204462979573822	1	0.0308667368550867
Chr01	13700000	ste0_bic1	337	-0.000410299852681167	1.05659941671661e-05	0.411557612787602	0.416666666666667	0.265962025659559	0	0.0249581962600271
Chr01	13800000	ste0_bic1	193	-0.0408402267947222	0.0285020150166862	0.242500212559956	0.232984293193717	0.217497510809812	0	0.0478318722651934
Chr01	13900000	ste0_bic1	161	0.0324514936444734	0.00219105644920572	0.422349918813607	0.433559782608695	0.084762299106913	22	0.137080261836501
Chr01	1.4e+07	ste0_bic1	170	0.0208523574520779	0.00232351687610881	0.33378724893583	0.31437125748503	0.158024437077713	4	0.0855360642276322
Chr01	14100000	ste0_bic1	68	-0.0709466555348749	0.0205036668336959	0.450667544363033	0.475806451612903	0.183799746876204	3	0.097967759732925
Chr01	14200000	ste0_bic1	103	0.0105822534166662	0.00651422290790913	0.243817465254766	0.247252747252748	0.32648321084116	0	0.0259247076466512
Chr01	14300000	ste0_bic1	87	-0.0265659051963719	0.0308636698003404	0.020176760017082	0.0174418604651163	0.358928638003797	4	0.029899770459438
Chr01	14400000	ste0_bic1	143	-0.108482562120508	0.129084499635903	0.249434258889987	0.253521126760563	0.172971622798148	1	0.0597021407052879
Chr01	14500000	ste0_bic1	165	-0.054949529788828	0.0529584359331038	0.785627506632423	0.801836515604631	0.198465591337617	1	0.0472131985004503
Chr01	14600000	ste0_bic1	124	-0.00366165008347004	0.00065537474432594	0.213450916777299	0.221311475409836	0.285025074018819	0	0.028281276431942
Chr01	14700000	ste0_bic1	397	0.013757006752267	0.025141227912446	0.0827829452216586	0.0817435669920142	0.225491046361044	0	0.0171552766374547
Chr01	14800000	ste0_bic1	243	-0.0303931418935854	0.0449115599848385	0.163952502148443	0.163900414937759	0.220858466048172	0	0.0283572129914873
Chr01	14900000	ste0_bic1	110	-0.0459572260496545	0.109570899527824	0.0716073284918651	0.0654205607476635	0.243276910785919	0	0.0274519507641572
Chr01	1.5e+07	ste0_bic1	107	0.0244682194726262	0.0355680902859244	0.0884121615017283	0.0934579439252336	0.258843787004813	0	0.025653056118116
Chr01	15100000	ste0_bic1	89	-0.0121068024797756	0.00674219991058139	0.216720301093435	0.213483146067416	0.339445432097825	0	0.0291538330226346
Chr01	15200000	ste0_bic1	254	-0.0114616223158052	0.00343274703224031	0.500547744053997	0.501976284584981	0.240199885661925	1	0.038680511731709
Chr01	15300000	ste0_bic1	105	-0.202151426231961	0.19244997748066	0.555834872293363	0.548543689320388	0.161393376225094	0	0.0911139542968596
Chr01	15400000	ste0_bic1	203	0.0377225685731463	0.0466236764052077	0.336311186212137	0.323316582914573	0.224256065224952	0	0.0345433948234993
Chr01	15500000	ste0_bic1	190	-0.0120378542503927	0.0114996897680181	0.314203415136107	0.316216216216216	0.331225163010644	0	0.0221959141479459
Chr01	15600000	ste0_bic1	104	0.0019361066782514	0.000121361751229474	0.194969347480021	0.197115384615385	0.315864753055333	0	0.0347500459688953
Chr01	15700000	ste0_bic1	26	-0.0129532099568187	0.000359922586124143	0.22135093683874	0.236842105263158	0.131079498805943	0	0.135001897413817
Chr01	16100000	ste0_bic1	171	0.0676303302751464	0.00443869621548193	0.265348368168594	0.264880952380952	0.0782897317177816	84	0.200715455170506
Chr01	16200000	ste0_bic1	45	0.00617751278152544	0.000506668747403567	0.312418655598375	0.318181818181818	0.303191837624121	0	0.0542648506460585
Chr01	16300000	ste0_bic1	151	-0.00944599624255831	0.000688177736463706	0.156596751743483	0.153061224489796	0.10348689052665	1	0.0711974561870949
Chr01	16400000	ste0_bic1	74	0.0590225059752404	0.0109584214068608	0.222513427688336	0.219178082191781	0.105740181206697	1	0.111483517741532
Chr01	16500000	ste0_bic1	23	-0.0242182019564632	0.00207350829047214	0.185818590630893	0.173913043478261	0.248133167896611	0	0.105161319362177
Chr01	16600000	ste0_bic1	159	0.160936247689508	0.19359125949389	0.378818895720528	0.365384615384616	0.133147249669605	0	0.0723232637465036
Chr01	16700000	ste0_bic1	183	0.0276646767892137	0.0371536081290778	0.501925086797532	0.505555555555556	0.341098649560292	0	0.0283786753884089
Chr01	16800000	ste0_bic1	181	-0.00633669998354534	0.00187603530264017	0.328396186909708	0.331439393939394	0.299842693686736	0	0.0289274172597477
Chr01	16900000	ste0_bic1	115	-0.0343581299249526	0.0956072813171642	0.0956193216555129	0.0969569942555505	0.264598156899018	0	0.021971062069481
Chr01	1.7e+07	ste0_bic1	171	-0.088648245020493	0.290948697840108	0.165794427059598	0.163232600732601	0.227654315953332	0	0.0324959285447098
Chr01	17100000	ste0_bic1	272	-0.160122386552606	0.268032329180203	0.361463806309209	0.346926046926047	0.144109076510157	0	0.0611540863333891
Chr01	17200000	ste0_bic1	469	-0.0425511041836898	0.0752554610988252	0.469549660113483	0.471223021582734	0.190466552569464	0	0.0306696515314016
Chr01	17300000	ste0_bic1	266	0.0128730799210907	0.00614327935856641	0.237021166758261	0.248106060606061	0.189355265863954	0	0.0324750142925597
Chr01	17600000	ste0_bic1	167	0.037889054250405	0.00274327406768213	0.310474740862055	0.214285714285714	0.0109656027031519	15	0.143036272407759
Chr01	17700000	ste0_bic1	176	0.0452045014292353	0.0242203939346543	0.350127136233433	0.353448275862069	0.175645730038869	0	0.0574325501115943
Chr01	17800000	ste0_bic1	159	0.114619680971833	0.115111067049994	0.171127150496892	0.156233421750663	0.140534740979871	6	0.0667986481138649
Chr01	17900000	ste0_bic1	103	0.00502819960068171	0.000565673365648552	0.362506675824486	0.362821782178218	0.273391740282357	0	0.0418019615644618
Chr01	1.8e+07	ste0_bic1	258	0.0491921072823242	0.088569335215937	0.17966400375476	0.177865612648222	0.193775187169309	0	0.0326829125922024
Chr01	18200000	ste0_bic1	24	0.00993711402980941	0.00115242621343218	0.0635322340032485	0.0416666666666667	0.424821163830902	0	0.0578789610873534
Chr01	18700000	ste0_bic1	99	0.00770931459138882	0.0191092661752235	0.390115713457092	0.389473684210526	0.434697559058447	0	0.011027086491392
Chr01	18800000	ste0_bic1	126	-0.00296362057436756	0.0052733254581194	0.420389459986991	0.42	0.450946734498594	0	0.00806951309986595
Chr01	18900000	ste0_bic1	96	-0.015869005662605	0.00254683714593537	0.256766032386226	0.25	0.220335182091161	0	0.0621750502774187
Chr01	1.9e+07	ste0_bic1	177	-0.0120622933361845	0.021423827457674	0.107004837163304	0.107954545454545	0.312427300895849	0	0.0162947751627991
Chr01	19100000	ste0_bic1	145	-0.0392868277891832	0.022789039431409	0.508396066505199	0.52158273381295	0.242694831864653	0	0.0514577711279992
Chr01	19200000	ste0_bic1	107	0.0182725591859333	0.0055485805919049	0.233580096895417	0.228571428571429	0.220969411959456	0	0.0485037644099093
Chr01	19300000	ste0_bic1	132	-0.272644398384784	0.0987907607123188	0.501987026754044	0.511363636363636	0.133943464302589	46	0.171516312986223
Chr01	19400000	ste0_bic1	513	-0.00229737737992533	0.000274499640700096	0.305126791659652	0.305599683811454	0.206028900610743	0	0.027417538896568
Chr01	19500000	ste0_bic1	573	0.0707672322155304	0.10750117168637	0.529521982144942	0.534982426410594	0.134234019423161	1	0.0426768767906657
Chr01	19600000	ste0_bic1	461	0.0105374797340183	0.0413294989228132	0.642998158787122	0.643703477205622	0.376695621964501	0	0.0102488160940708
Chr01	19700000	ste0_bic1	119	-0.14501114389636	0.0341115487256252	0.434412289608414	0.446074170650442	0.0931288464827655	19	0.155245019907565
Chr01	19800000	ste0_bic1	146	0.0156984109818727	0.00415650306659808	0.129777208548564	0.133561643835617	0.158914016218999	3	0.0481458279769606
Chr01	19900000	ste0_bic1	48	0.120207747841525	0.122578002549214	0.348191924162351	0.372340425531914	0.246671215722213	0	0.0678880302896199
Chr01	2e+07	ste0_bic1	143	0.0772406881979115	0.0741106344418607	0.581094600766792	0.576759061833688	0.132913242347146	0	0.0561012950609834
Chr01	20100000	ste0_bic1	194	0.00560179189534128	0.00230585566922336	0.555171779700734	0.559585492227979	0.314985043732479	0	0.0230662996028071
Chr01	20200000	ste0_bic1	346	-0.102740618522889	0.0275683417158276	0.330010612358551	0.330885253211229	0.062118049774716	52	0.122349971367014
Chr01	20300000	ste0_bic1	159	-0.0716879890532326	0.0344973878067182	0.205673732916377	0.217948717948718	0.100818539997543	0	0.0763168278360609
Chr01	20400000	ste0_bic1	43	-0.0313234922244109	0.0072282453119878	0.476075438657678	0.476190476190476	0.245036633495194	0	0.072848523065567
Chr01	20500000	ste0_bic1	52	0.058284749801463	0.0233366229897706	0.690785177284789	0.682692307692308	0.237107938518783	0	0.0754402205202118
Chr01	20600000	ste0_bic1	44	-0.381699961795171	0.157898022939977	0.403765473867843	0.372093023255814	0.14301334141429	14	0.189933157505913
Chr01	20700000	ste0_bic1	195	0.00909841630232949	0.010480663737428	0.101487635119671	0.105128205128206	0.267961989460584	0	0.0175726973122709
Chr01	20800000	ste0_bic1	285	0.0918499311277268	0.1521750519674	0.141737566263179	0.144128113879004	0.0897280019535564	0	0.0465558353280593
Chr01	20900000	ste0_bic1	160	0.149991075717499	0.0318514383550438	0.218755719038893	0.192580208582119	0.111657722393364	27	0.166175851591572
Chr01	2.1e+07	ste0_bic1	145	-0.0734137825434667	0.0662173676719417	0.447472348881911	0.458333333333333	0.209736968921056	0	0.0564103328983402
Chr01	21100000	ste0_bic1	434	0.0333862808506402	0.0169222065948343	0.21638454617145	0.21889400921659	0.0846066658149276	9	0.0507465548657194
Chr01	21200000	ste0_bic1	278	0.00673830847401979	0.0505156849940276	0.425298364639169	0.425182481751825	0.444164659682541	0	0.0059279534315962
Chr01	21300000	ste0_bic1	293	0.0134238903896471	0.100763497239463	0.625127436803107	0.625211788569384	0.40883410898	0	0.00836168492470568
Chr01	21400000	ste0_bic1	366	0.0166150576216295	0.279698227596493	0.575079653838499	0.574175824175824	0.424016258651261	0	0.00621189365757753
Chr01	21500000	ste0_bic1	343	0.0102360504659181	0.0763341693639673	0.264713314467752	0.264492369648156	0.411577671033396	0	0.00732554505988484
Chr01	21600000	ste0_bic1	269	-0.0970256761288199	0.0611247040871924	0.400816530007935	0.405405405405405	0.0918592882031134	1	0.0775970678169426
Chr01	21700000	ste0_bic1	547	0.058387154378508	0.274417616433787	0.473758227891265	0.480681568587697	0.202286374427454	0	0.0220383123160186
Chr01	21800000	ste0_bic1	371	-0.0968006770410242	0.0387022221736102	0.472472291607778	0.489130434782609	0.0765948259953419	22	0.097292074066134
Chr01	21900000	ste0_bic1	329	-0.0429476612317564	0.289540505101576	0.411326383702734	0.413109756097561	0.321298655702506	0	0.0157816305646634
Chr01	2.2e+07	ste0_bic1	369	0.0134831024966412	0.0549094057641148	0.370551306147887	0.36986301369863	0.372930412112719	0	0.0113771499439088
Chr01	22100000	ste0_bic1	281	-0.0289596188189616	0.0365530477753497	0.336078294808975	0.335653216557189	0.244351881142964	0	0.0299500851797515
Chr01	22200000	ste0_bic1	231	0.0403592131568217	0.00714116559917141	0.258613496940211	0.244541484716157	0.141910443493826	14	0.0944332977806671
Chr01	22300000	ste0_bic1	209	-0.00359805692259698	0.000898383385865731	0.450851617740052	0.453883495145632	0.396523870668663	1	0.0237358173646898
Chr01	22400000	ste0_bic1	201	-0.0358429627105948	0.0538073314411021	0.176931619195475	0.174539800995025	0.320094239668973	1	0.0305527418966513
Chr01	22500000	ste0_bic1	237	-0.0743984236355779	0.0964142376235261	0.18795392032311	0.191310862808939	0.161893368445319	0	0.0473761937077956
Chr01	22600000	ste0_bic1	506	-0.00936621907240888	0.00624643987433076	0.155772426108	0.15119801980198	0.223425077596004	1	0.0234323069279552
Chr01	22700000	ste0_bic1	673	0.0619853430272625	0.0777654802519983	0.167842511142397	0.163358778625954	0.164357991008674	9	0.0439503762669325
Chr01	22800000	ste0_bic1	262	0.0697107625641391	0.0691667108632406	0.230544415565996	0.220306513409961	0.21187458230553	5	0.0524104983604456
Chr01	22900000	ste0_bic1	120	0.00681899441982574	0.00191423420077433	0.714200518028496	0.716101694915254	0.327693120612169	0	0.0308169615962435
Chr01	2.3e+07	ste0_bic1	137	0.00138162627383878	0.000165383650345994	0.488713502571442	0.489051094890511	0.371308390435369	0	0.0212427781953074
Chr01	23100000	ste0_bic1	147	-0.0333369602120548	0.0141149268552202	0.606736840346339	0.615646258503401	0.221796258471112	0	0.0554822031885736
Chr01	23200000	ste0_bic1	97	0.00472365023253882	0.000256192661690094	0.32605062547748	0.331292955326461	0.221992930396011	0	0.0583527606538659
Chr01	23300000	ste0_bic1	75	-0.0708294891142841	0.0755956563733373	0.525952233014977	0.53018018018018	0.285989467822175	0	0.0509369229287746
Chr01	23400000	ste0_bic1	244	-0.0103681087620895	0.0119636675680856	0.393183427886825	0.39375	0.363965878493534	1	0.0187427966635426
Chr01	23500000	ste0_bic1	88	-0.212822171895802	0.242861316359421	0.194345320865636	0.210227272727272	0.111012563326424	0	0.0853895483348898
Chr01	23600000	ste0_bic1	51	-0.0992983995267131	0.0658343679234501	0.287605024275313	0.277777777777778	0.202368287656577	0	0.0765214042685507
Chr01	23700000	ste0_bic1	121	0.107997735326803	0.114366883048401	0.173406777270773	0.161673553719008	0.185182831869163	0	0.0631439177119289
